<new sheet>
sheet_name: 3.03
,3.3 Functional Classification of Expenditure (1990-2021) ,,,,,,,,,,,,,
,Rs. million,,,,,,,,,,,,,
,Year,Recurrent,,,,,Capital Expenditure and lending,,,,,Total Expenditure,,
,,General Public Services,Social Services,Economic Services,Other,Total,General Public Services,Social Services,Economic Services,Other,Total,,,
,1990,17926,23956,4293,25596,71771,3617,2800,18884,1086,26387,98158,,
,1991,19811,31594,3925,28426,83756,2422,2964,26022,1250,32658,116414,,
,1992,24453,32700,3834,28652,89639,1970,6136,20444,1072,29622,119261,,
,1993,27654,37476,4328,32830,102288,4085,6075,29600,1081,40841,143129,,
,1994,30444,47656,6195,42789,127084,2390,7677,29304,1084,40455,167539,,
,1995,47888,57648,8078,40545,154159,5776,9854,36106,1074,52810,206969,,
,1996,53915,59294,8807,53133,175149,3161,10322,31409,1081,45973,221122,,
,1997,58926,59742,7418,58663,184749,3442,11552,32479,3787,51260,236009,,
,1998,66158,63595,10547,59348,199648,6243,15528,44677,1830,68277,267925,,
,1999,63220,66319,10075,67657,207272,6345,17493,44940,2658,71436,278707,,
,2000,82644,77160,12103,82372,254279,7157,16471,54650,2680,80955,335234,,
,2001,82149,87968,15839,117405,303362,6564,14559,54906,6463,82491,385853,,
,2002,80970,106097,17190,126591,330847,4713,15690,51678,96,72177,403024,,
,2003,86361,104812,14417,129104,334693,5203,19190,58742,4276,87409,422102,,
,2004,95443,138820,22100,133315,389678,7191,28996,61271,173,97631,487309,,
,2005,105628,188651,28725,120285,443289,9901,35992,77540,25152,148585,591932,,
,2006,133105,204635,50612,159609,547960,21356,48386,106789,912,177443,725403,,
,2007,162102,226271,49573,184812,622759,32143,54986,141244,900,229273,852032,,
,2008,207348,240768,80303,215291,743710,34404,60236,168879,341,263860,1007569,,
,2009,224281,260071,85188,310035,879575,20094,53938,256411,5,330448,1210023,,
,2010,228136,267636,85440,355882,937094,21510,56205,278803,1,356519,1293613,,
,2011,245266,314137,88233,358997,1006633,32484,62953,311594,458,407489,1414122,,
,2012,254371,335427,92034,449191,1131023,27510,71176,343828,1459,443973,1574995,,
,2013,270554,399666,82146,452814,1205180,32804,77643,369377,1379,481203,1686384,,
,2014,334354,446440,105030,437074,1322898,43620,112338,330136,516,486610,1809508,,
,2015,414275.0174887,564189.6587340804,173430.14927644303,549762.794068968,1701657.6195681915,48699.479283050074,124369.24172538953,429030.00916675595,668.2221596799282,602766.9523348755,2304424.5719030667,,
,2016,408176.33678689913,607626.1929784011,129435.17394339993,612544.10879974,1757781.81250844,50503.95006103562,117296.6025105819,424020.7788632921,2191.3754953299795,594012.7069302396,2351794.51943868,,
,2017,424974.69465482456,640368.4157563288,126309.68525091672,736040.14134932,1927692.9370113902,46281.445362363054,135372.8250289156,474117.6707866526,1613.9999999998981,657385.9411779311,2585078.8781893216,,
,2018,422431.84080597415,685739.1223891946,127052.10492248101,854490.2277646201,2089713.2958822697,50260.70064660607,133233.40925787477,437896.9154018392,3578.579569940048,624969.60487626,2714682.90075853,,
,2019(a),440419.5746620014,807445.925908316,142358.47306430864,910931.3560140542,2301155.32964868,40472.783537844596,112889.80968853441,475921.7668598904,1950.7234400000307,631235.0835262694,2932390.4131749496,,
,2020,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,
,2021(b),499629,974821,164590,1108472,2747512,61675,189733,537370,858,789636,3537148,,
,As a percent of GDP (c),,,,,,,,,,,,,
,1990,5.570817691370609,7.444745543594461,1.3341247544936976,7.9544041966039325,22.3040921860627,1.124045943862964,0.8701489197722696,5.868532928921264,0.33749347388310175,8.200221266439598,30.504313452502302,,
,1991,5.320603204017779,8.485141468261961,1.054129906404007,7.634317635526192,22.49419221420994,0.6504720084867529,0.7960359344156629,6.988679853361801,0.33571016127516146,8.770897957539379,31.26509017174932,,
,1992,5.749818356247487,7.688997679192444,0.9015173425695361,6.737160902269783,21.07749428027925,0.46322096110119615,1.4428039681811877,4.807151943529368,0.25206744685303667,6.965244319664787,28.042738599944038,,
,1993,5.535615985907739,7.50172650205679,0.8663537277431365,6.571717394132897,20.47541360984056,0.8177114089257654,1.2160579704342778,5.925154884749732,0.21638825778427231,8.175312521894048,28.65072613173461,,
,1994,5.2572683755724565,8.22954873558931,1.0697929834013717,7.3890834490333015,21.94569354359644,0.41272077971416926,1.3257144041278985,5.060405744244358,0.18719218628040146,6.986033114366827,28.931726657963264,,
,1995,7.171309968072935,8.632886673894683,1.2096943268061555,6.071683149338397,23.08557411811217,0.8649658865600833,1.4756533667179816,5.406935301270494,0.16083333832505706,7.908387892873615,30.993962010985786,,
,1996,7.0190124562572915,7.71928636893851,1.146553699383436,6.9172065072487925,22.80205903182803,0.4115199550074987,1.343786452257957,4.0890320363272785,0.1407317530411598,5.985070196633894,28.78712922846192,,
,1997,6.618876028899033,6.710533410014017,0.833228496459509,6.589334495524963,20.75197243089752,0.38662341396786604,1.297580964019985,3.648210883864707,0.4253756155422163,5.757790877394774,26.509763308292296,,
,1998,6.498910594055321,6.247138958689019,1.0360653289927366,5.829942651470649,19.612057533207725,0.6132697306249791,1.5253647889067237,4.388763696160851,0.17976671584874448,6.7070666983632385,26.319124231570967,,
,1999,5.716285264516082,5.996493553581811,0.9109708010123304,6.1174740927137705,18.74131413076206,0.5737081620271203,1.5816984835839896,4.063427076674355,0.24033353737873692,6.459167259664202,25.200390971488197,,
,2000,6.571376773565642,6.135320553800941,0.9623611283392015,6.549748893956597,20.21880734966238,0.5690835822129774,1.3096794302962065,4.34545448762599,0.21309822555970087,6.437077182905069,26.655884532567452,,
,2001,5.836941646925745,6.250399673724134,1.1254101540573456,8.341989970143485,21.554812497957222,0.4663925911504777,1.034462177720872,3.9012418661956314,0.4592162273926778,5.861241809353147,27.41605430731037,,
,2002,5.118576887700434,6.706998296336334,1.0866782351435156,8.002541271963512,20.91473147542331,0.2979356906475502,0.9918546544154601,3.2668620032429665,0.006068709166595549,4.562721057472572,25.477452532895878,,
,2003,4.738684026276456,5.751102351317005,0.7910701312725381,7.084020130943314,18.36482176916138,0.2854919812035108,1.0529677338641885,3.2232116009718688,0.2346268905681746,4.796188465311873,23.161010234473252,,
,2004,4.564813871547383,6.639433605903079,1.0569909428789659,6.376142423072821,18.637380843402248,0.3439285914136943,1.3868103791727826,2.93044760457634,…,4.669460757656847,23.306841601059094,,
,2005,4.306456913007352,7.691307258451831,1.1711191618333794,4.904023268272517,18.07290660156508,0.40366408429285605,1.4673949825137333,3.161308261394612,1.025447838413687,6.057815166614889,24.133086430021095,,
,2006,4.529414567084541,6.963500619325684,1.7222698626594253,5.43131610110662,18.646467121292552,0.7267208406495433,1.6465215675064995,3.6339104632011647,…,6.038187213306655,24.684654334599205,,
,2007,4.529648854552283,6.322736153584778,1.3852283294883487,5.164238961317667,17.401880242144607,0.8981783268058016,1.5364848793747876,3.946809557022015,…,6.40662164458036,23.80850188672497,,
,2008,4.701041698313322,5.458747649456479,1.8206481446633425,4.8811272270365444,16.861564719469687,0.7800154261857917,1.3656844905164327,3.8288636541922543,…,5.982294801574904,22.843836848813854,,
,2009,4.648228994929623,5.389977585887088,1.7655233016620433,6.425482659890966,18.22921254236972,0.4164486221486253,1.1178663173809373,5.314123999888085,…,6.848542564535133,25.077755106904853,,
,2010,3.441138112520291,4.036944804338116,1.2887524999725322,5.3680222050002895,14.134857621831229,0.3244506820506691,0.8477801294587568,4.205384635414817,…,5.377630530637959,19.51248815246919,,6629667.061892878
,2011,3.2740741464296863,4.193438267582879,1.1778289047888029,4.792277756989628,13.437619075790996,0.433631341370683,0.8403642972943173,4.159491570713477,…,5.439601085574383,18.877220161365376,,7491155.943045999
,2012,2.82970828994267,3.7314024105365786,1.0238170733164698,4.996951289524505,12.581879063320223,0.30603046359971403,0.7917856880106596,3.824857951238185,…,4.938904508024567,17.52077244700951,,8989301.15531992
,2013,2.722312162379699,4.021436063372358,0.8265523883987772,4.556210810026099,12.126511424176933,0.3300735829989712,0.7812432387754275,3.716668390056426,…,4.841860698690828,16.968382184859685,,9938390.01047904
,2014,3.1029634377542594,4.143174590855834,0.9747281320616169,4.056253676023033,12.277119836694743,0.4048142542181065,1.0425498324244304,3.0638184005169378,…,4.515971211487227,16.79309104818197,,10775312.268648114
,2015,3.581529204525777,4.877585310107813,1.4993545793424254,4.75286082770706,14.711329921683076,0.4210213021165328,1.0752086236924925,3.7090904413288954,…,5.211097343974498,19.92242726565757,,11566987.0
,2016,3.1856484289316036,4.742272524362227,1.0101882969677216,4.780654834648003,13.718764084909555,0.39416255835226105,0.9154517394327383,3.3093077826444843,…,4.636024864875172,18.354788949784727,,12812975.0
,2017,2.9538143600960303,4.450922480806388,0.8779237135905357,5.115895055564695,13.398555610057649,0.3216822075215198,0.9409176583136553,3.2953858240486125,…,4.56920390225539,17.96775951231304,,14387319.0
,2018,2.751652451883252,4.466793350317478,0.827596791377874,5.566010663052139,13.612053256630743,0.32739004688599194,0.8678608046157755,2.8523894378762544,…,4.07095057590637,17.683003832537114,,15351933.0
,2019 (a),2.768023625087496,5.07477307431245,0.8947186713392606,5.725175853536918,14.462691224276123,0.2543702129765302,0.7095090187335737,2.991153822744063,…,3.967293291915401,18.429984516191524,,15910976.0
,2020,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,15840164.0
,2021 (b),2.825020493779944,5.511868411895744,0.9306307741769213,6.2675627651342145,15.535082444986825,0.34872503188141213,1.0727952407613452,3.0384170309220013,…,4.46478863842255,19.999871083409374,,17685854.0
,"                                                                                                                                                                                                                       Sources: Ministry of Finance, Economic Stabilisation & National Policies",,,,,,,,,,,,,
,,,,,,,,,,,,Central Bank of Sri Lanka,,
,(a) Based on the fiscal sector statistics prior to restatement ,,,,,,,,,,,,,
,(b) Provisional,,,,,,,,,,,,,
,(c) Rebased (2015 prices) estimates of GDP published by the Department of Census and Statistics on 28 June 2022 are used from 2010,,,,,,,,,,,,,

