<new sheet>
sheet_name: Anual BOP (1995-2011)
 ,BALANCE OF PAYMENTS (provisional data),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,(US$ MILLION),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,1996,,,1997,,,1998,,,1999,,,2000,,,2001,,,2002,,,2003,,,2004,,,2005,,,2006,,,2007,,,2008,,,2009,,,2010,,,2011,,
,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,,Annual,,
,,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net,Credit,Debit,Net
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,    Other,194.7990825679779,65.0962070973638,129.70287547061412,213.87686951083612,78.79768116719428,135.07918834364182,228.5979238488161,82.1747831813449,146.4231406674712,226.1719178555585,94.10540422993003,132.06651362562846,221.02712070531646,114.80565380390004,106.22146690141642,210.4757033791383,92.54048782340087,117.93521555573744,239.93532328471835,93.02296169490074,146.9123615898176,249.0849172472723,106.74620946400256,142.33870778326974,279,127,152,319,140.51301813902958,178.48698186097042,364.9107101358107,142.0194471740395,222.8912629617712,402,165,237,435.3928812084314,205.20434348579207,230.18853772263932,387.1598495055115,190.85525543444965,196.30459407106184,585.9631296425745,266.7261804850037,319.2369491575708,634.2551819224465,303.93445722943545,330.320724693011
,Travel,166.2584315978391,175.762927413529,-9.504495815689921,208.7630121972062,179.57142849670308,29.191583700503116,229.8572016,201.6016350942233,28.2555665057767,274.215252,218.8863302266132,55.32892177338681,251.58011620000005,244.05347246402926,7.526643735970794,212.60121249999997,250.44922204066103,-37.84800954066105,363.1891937500001,262.78162504609577,100.4075687039043,441,278.86859375121617,162.13140624878383,513,296,217,429.0710966574719,314.4618441363815,114.60925252109041,410.30018640000003,373.1865262636284,37.11366013637161,385.32624,392.9269647835964,-7.6007247835964336,342.01050000000004,428.41674462722136,-86.40624462722133,349.578145,410.9231983491451,-61.345053349145076,575.93888,452.63151873891854,123.3073612610815,830.29575,501.3440679165335,328.9516820834665
,Telecommunications Services,,,,,,0,,,0,,,0,46.219563,47.677206,-1.4576429999999974,40.05435824604381,5.573736473798187,34.48062177224563,68.94409418648121,8.42837852660977,60.51571565987144,52.80839054065482,7.510338281938507,45.29805225871631,43,10,33,43.86671330734736,18.9209777866446,24.945735520702762,67.92124817331555,49.07310180522049,18.84814636809506,71.96396357653305,53.962942685051004,18.001020891482042,80.53827562100221,55.02294103794341,25.515334583058802,79.73183774264366,53.54867755256592,26.183160190077743,83.2960881817576,56.035537131546064,27.260551050211532,85.22408072295295,56.5890615949309,28.63501912802205
,Computer and Information Services,,,,,,0,,,0,,,0,0,0,0,65.979,0,65.979,50,0,50,65,0,65,72,0,72,82,0,82,98,0,98,175,0,175,230,0,230,245,0,245,265,0,265,355,0,355
,Construction Services,,,,,,0,,,0,,,0,0,0,0,40.97863701299785,38,2.9786370129978508,34.42189425091252,7.883416093162467,26.538478157750056,38.3421487933219,3.888074306635107,34.45407448668679,26,6,20,29.36363186498053,5.52,23.84363186498053,29.217083313389736,5.52,23.697083313389737,32.76604082779173,5.52,27.246040827791727,40.45621380375508,5.52,34.93621380375508,39.736533966234404,5.52,34.21653396623441,41.922683113051804,6.368656463724777,35.55402664932703,42.90242244649881,6.512675228499434,36.38974721799938
,Insurance Services,27.52843407294129,17.99418203184536,9.534252041095932,29.755378208662275,19.96195380495734,9.793424403704936,33.83547704252218,18.208099013274204,15.627378029247975,37.09711094302121,19.96940255803159,17.127708384989617,41.18810273026693,22.167093640148025,19.021009090118902,422.68180761804604,317.12083765517497,105.56096996287107,45.222919904150075,27.317429202188514,17.90549070196156,48.001636747450185,29.056470451694928,18.945166295755257,50.33968177890068,30.436440930290125,19.903240848610558,72.98503132189657,34.31215595331076,38.672875368585814,57.17223108258539,37.19466812252361,19.977562960061782,55.185615029089526,39.9268910274525,15.258724001637027,68.44994654537793,46.77811640426161,21.671830141116317,74.58363841918478,46.35888479949477,28.224753619690013,80.36751137117889,49.749020529029664,30.618490842149228,90.67022403818443,55.20414408689295,35.466079951291476
,Other Business Services,208.1899825147314,234.8782137301379,-26.68823121540649,223,252,-29,224,253,-29,227,274,-47,184.4138394050081,234,-49.586160594991895,167.55471841915136,246.7920908392453,-79.23737242009395,171.23063937480578,304.8828510110397,-133.65221163623391,181.52298010629198,298.572107767054,-117.049127660762,178,315.15300212722826,-137.15300212722826,187.63863414145106,322.0515903940978,-134.41295625264672,190.46179101951867,328.5992098184061,-138.13741879888744,196.33915928537658,349.35076807413867,-153.0116087887621,221.5839465466711,330.4929461125715,-108.90899956590039,219.19450196468935,319.1874693216409,-99.99296735695154,245.46316466478135,347.80345917136674,-102.3402945065854,265.7750590466074,373.3074217328898,-107.5323626862824
,          of which Hired Power Rental Payments,,,,,,0,,,0,,,0,0,0,0,0,0,0,0,38.84,-38.84,0,38.84,-38.84,0,30,-30,0,6,-6,0,6,-6,0,6,-6,0,6,-6,0,0,0,0,0,0,0,0,0
,Government Expenditure n.i.e.,24.27958407771355,30.85073914298904,-6.571155065275487,25.025843661536044,31.4553566849928,-6.429513023456757,25.00994363867941,33.61345685286576,-8.60351321418635,24.867784755717626,25.303737130032992,-0.4359523743153666,23.94978205949176,30.3627120850443,-6.412930025552541,21.521237292489303,14.756739181213526,6.764498111275778,21.081258062852445,31.42738530151938,-10.346127238666934,21.48103103835081,33,-11.51896896164919,20.324994296240845,35.48848885122956,-15.163494554988716,21.3956507794395,37.39716964309926,-16.00151886365976,21.174838864434903,35.11347765229798,-13.938638787863077,20.296296785425316,34.1429509540622,-13.846654168636885,20.92612194802992,34.85194661802955,-13.925824669999631,18.961830876836075,35.02691777430437,-16.065086897468298,20.65606764362103,38.10207520111274,-17.44600755749171,21.990796072841636,39.01554250744738,-17.024746434605742

C.,INCOME,175.07946192561192,378.81442595312353,-203.7349640275116,233.72651922372816,393.27542446047323,-159.54890523674507,213.72660050026911,393.5677909632431,-179.841190462974,167.01070150551269,420.73600398564963,-253.72530248013695,151.6381931180449,456.21329881476265,-304.57510569671774,107.88685741985073,374.5430377258384,-266.6561803059877,75.32183441543475,327.81515680316903,-252.49332238773428,169.9538410582259,341.69137705576924,-171.73753599754335,156.91045062312892,359.85568883194276,-202.94523820881383,35.363163092098084,334.8400038594851,-299.476840767387,311.1829205052292,700.0502831262265,-388.8673626209973,449.1048350276816,806.926844304507,-357.8220092768254,-31.98203670586212,940.4105016456128,-972.392538351475,115.76840964107095,603.22985126465,-487.4614416235791,323.25889435640204,940.1431966313053,-616.8843022749032,466.5876562873457,1113.5896173317287,-647.001961044383
,  Compensation of Employees,11.02559343992013,12.24592213267402,-1.22032869275389,11.726259950417344,13.287352579097773,-1.561092628680429,11.786034008751358,13.328712469695422,-1.5426784609440638,11.941252595082432,13.546992517529773,-1.6057399224473414,12.138600126579375,14.257163586284786,-2.1185634597054115,14.432716559612501,16.556732318992786,-2.124015759380285,9.012138914463463,13.463707034971646,-4.451568120508183,9.553841058225892,15.049700429189357,-5.4958593709634656,9.910450623128924,15.855688831942775,-5.945238208813851,7.054424100969211,16.403735223315675,-9.349311122346464,5.718524708583678,16.709028398881774,-10.990503690298095,5.786221486470819,16.92333112316898,-11.13710963669816,6.4250373879980005,20.167851316968612,-13.742813928970612,6.455821339371985,17.20228963850434,-10.746468299132355,7.158469180966,18.053806329784386,-10.895337148818387,8.174066516303341,19.28777305918984,-11.113706542886497
,  Direct Investment,1.43343901734031,64.25374402075049,-62.820305003410176,2.000259273310826,76.88807188137541,-74.88781260806458,2.035002691629885,91.01375345637136,-88.97875076474148,2.0511940514142086,111.30638929232965,-109.25519524091544,2.1270728749061103,110.29597366901722,-108.16890079411111,3,103.52501974893892,-100.52501974893892,2.4,98.06345420808908,-95.66345420808908,2.4,91.64167662657988,-89.24167662657987,3,95,-92,2.8333333333333335,114.65839555000106,-111.82506221666773,2.8333333333333335,362.3458178211794,-359.5124844878461,2.8333333333333335,348.9995866601407,-346.1662533268074,6.041666666666666,469.8718340151663,-463.83016734849963,7,229.56300760417616,-222.56300760417616,9,302.887958434798,-293.887958434798,10,384.99637303675513,-374.99637303675513
,  Interest and other charges,162.6204294683515,302.314759799699,-139.69433033134752,220,303.1,-83.10000000000002,199.9055637998879,289.22532503717633,-89.31976123728845,153.01825485901605,295.88262217579023,-142.86436731677418,137.37252011655943,331.6601615594607,-194.28764144290125,90.45414086023823,254.46128565790673,-164.0071447976685,63.90969550097128,216.2879955601083,-152.37830005913702,158,235,-77,144,249,-105,25.47540565779554,203.77787308616834,-178.3024674283728,302.6310624633122,320.9954369061653,-18.36437444285309,440.48528020787745,441.0039265211973,-0.5186463133198345,-44.44874076052679,450.3708163134779,-494.8195570740047,102.31258830169897,356.46455402196955,-254.1519657202706,307.10042517543604,619.2014318667228,-312.1010066912868,448.4135897710423,709.3054712357837,-260.89188146474135

D.,CURRENT TRANSFERS,881.303881209016,122.1959463960424,759.1079348129737,966.9405794433724,134.68662075594557,832.2539586874268,1051.6820726107405,150.97086179057354,900.711210820167,1081.6253144011932,168.81970166854245,912.8056127326508,1183.4948273128743,185.66995651090713,997.8248708019672,1176.942597120805,171.70441358767653,1005.2381835331284,1318.2402886845052,190.2251687436957,1128.0151199408097,1449.826822860049,208.63485955294937,1241.1919633070997,1594,213.71841087889322,1380.2815891211067,2061.029173690366,232.91827589306294,1828.110897797303,2261.506295912487,257.4499505669984,2004.0563453454888,2598.3020547251567,287.7337579903987,2310.568296734758,3018.922344841018,352.79738920325167,2666.124955637766,3407.6015374622157,403.0792198847731,3004.5223175774427,4168.410707166138,508.0905707499367,3660.3201364162014,5204.469307812657,561.6629723321223,4642.8063354805345
,Private,832.203881209016,122.1959463960424,710.0079348129736,922.4509614612865,134.68662075594557,787.7643407053409,999.2042057041378,150.97086179057354,848.2333439135643,1055.8220977816693,168.81970166854245,887.0023961131269,1159.7060486259134,185.66995651090713,974.0360921150062,1155.3818227689237,171.70441358767653,983.6774091812472,1287.0638206309022,190.2251687436957,1096.8386518872067,1413.826822860049,208.63485955294937,1205.1919633070997,1564,213.71841087889322,1350.2815891211067,1968.486791846796,232.91827589306294,1735.5685159537331,2160.959413969274,257.4499505669984,1903.5094634022757,2501.5414884012253,287.7337579903987,2213.8077304108265,2918.0457014486187,352.79738920325167,2565.248312245367,3330.2995265145037,403.0792198847731,2927.2203066297307,4115.978055699223,508.0905707499367,3607.887484949286,5144.84168144356,561.6629723321223,4583.178709111438
,   of whichTsunami related Inflows,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,General Government,49.1,0,49.1,44.48961798208588,0,44.48961798208588,52.477866906602635,0,52.477866906602635,25.803216619523862,0,25.803216619523862,23.78877868696098,0,23.78877868696098,21.560774351881292,0,21.560774351881292,31.176468053603056,0,31.176468053603056,36,0,36,30,0,30,92.54238184356984,0,92.54238184356984,100.54688194321314,0,100.54688194321314,96.76056632393153,0,96.76056632393153,100.87664339239925,0,100.87664339239925,77.30201094771182,0,77.30201094771182,52.43265146691535,0,52.43265146691535,59.62762636909625,0,59.62762636909625

,CURRENT ACCOUNT,5916.954962303907,6600.284066992053,-683.3291046881459,6715.1875859673655,7108.026009534132,-392.8384235667663,6977.954181463292,7203.058520384668,-225.10433892137553,6826.50068509218,7389.782722176933,-563.282037084753,7810.821030305632,8877.00915496864,-1066.1881246630082,7457.203346393736,7700.422563371601,-243.21921697786547,7361.029248675919,7597.380956148156,-236.35170747223674,8163.150690689519,8234.361776329522,-71.21108564000315,9034.57512669827,9681.652031619584,-647.076904921314,9982.713094855051,10633.207389688745,-650.4942948336939,11080.242415359653,12578.789159204971,-1498.546743845318,12462.284205257054,13862.491119819206,-1400.2069145621517,13101.919289427038,16987.507039863056,-3885.587750436018,12500.107454716386,12714.377450034426,-214.26999531803995,15591.700357365906,16666.733504465657,-1075.0331470997517,19313.764984407695,23929.13986251711,-4615.374878109415

,CAPITAL AND FINANCIAL ACCOUNT,1851.8419587722162,1316.5766841079987,535.2652746642175,1674.217096237398,1072.2520636407376,601.9650325966604,1698.0723234343093,1284.9231736042886,413.14914983002063,1386.9032093917335,1014.0405068358464,372.86270255588715,1598.5828806085067,1155.5788628058776,443.00401780262905,2222.7714737621563,1660.6832921506318,562.0881816115245,2242.964677782702,1799.2604483075404,443.7042294751616,2532.1875211037463,1810.2652973820573,721.9222237216891,2787,2156.009847759141,630.9901522408591,3467.8769341538627,2243.7288745245155,1224.1480596293472,4150.157306548201,2342.446268889472,1807.7110376587289,5235.744886570441,3139.667068471349,2096.077818099092,6674.898339801496,4901.734550892709,1773.163788908787,7353.040696439974,4758.921117137596,2594.119579302378,8712.762993740887,5836.115632450751,2876.6473612901364,10721.925057235336,6459.870819741015,4262.054237494321
,CAPITAL ACCOUNT,99.7,3.77336440622457,95.92663559377543,91.29720226265418,4.1656530134184795,87.1315492492357,84.28284750967214,4.669201911048667,79.61364559862346,85.50396923708462,5.221227886655953,80.28274135042867,55.89336293001469,5.742369788997127,50.150993141017565,202.8119615443776,5.31044578106216,197.50151576331544,70.8997996095288,5.883252641557599,65.0165469679712,80.28107901878838,6.452624522256166,73.8284544965322,71,6.609847759141027,64.39015224085897,257.2930417618975,7.499743303182141,249.79329845871536,299.0582012648902,8.422120562369422,290.6360807025208,278.48189066415677,9.65874370039834,268.8231469637584,302.7166227898915,12.087325642908764,290.62929714698276,247.12038264574247,14.229817288099373,232.89056535764308,182.37124162820837,18.505185190360304,163.86605643784807,184.5847782781632,20.22004128002854,164.36473699813467
,    Capital Transfers,99.7,3.77336440622457,95.92663559377543,91.29720226265418,4.1656530134184795,87.1315492492357,84.28284750967214,4.669201911048667,79.61364559862346,85.50396923708462,5.221227886655953,80.28274135042867,55.89336293001469,5.742369788997127,50.150993141017565,55.211961544377615,5.31044578106216,49.90151576331546,70.8997996095288,5.883252641557599,65.0165469679712,80.28107901878838,6.452624522256166,73.8284544965322,71,6.609847759141027,64.39015224085897,257.2930417618975,7.499743303182141,249.79329845871536,299.0582012648902,8.422120562369422,290.6360807025208,278.48189066415677,9.65874370039834,268.8231469637584,302.7166227898915,12.087325642908764,290.62929714698276,247.12038264574247,14.229817288099373,232.89056535764308,182.37124162820837,18.505185190360304,163.86605643784807,184.5847782781632,20.22004128002854,164.36473699813467
,         General Government (Other),91.3,0,91.3,82.63552874338549,0,82.63552874338549,74.18987573488286,0,74.18987573488286,77.4096498585716,0,77.4096498585716,44.17916041864183,0,44.17916041864183,40.041438082065255,0,40.041438082065255,57.899154956691405,0,57.899154956691405,66,0,66,55,0,55,144.24236887157517,0,144.24236887157517,186.72992360882438,0,186.72992360882438,179.69819460158712,0,179.69819460158712,187.34233772874148,0,187.34233772874148,143.56087747432196,0,143.56087747432196,97.37492415284281,0,97.37492415284281,110.73702039975018,0,110.73702039975018
,         NGOs,,,0,,,0,,,0,,,0,,,0,0,0,0,,,0,,,0,,,0,97.82011908717746,0,97.82011908717746,94.2435767950047,0,94.2435767950047,79.44754680700667,0,79.44754680700667,92.4748406609082,0,92.4748406609082,77.48345049917347,0,77.48345049917347,53.072137197706475,0,53.072137197706475,33.61128682887445,0,33.61128682887445
,         Other Sector(migrant transfers),8.4,3.77336440622457,4.626635593775431,8.661673519268689,4.1656530134184795,4.496020505850209,10.092971774789271,4.669201911048667,5.423769863740604,8.094319378513017,5.221227886655953,2.873091491857064,11.714202511372864,5.742369788997127,5.971832722375737,15.17052346231236,5.31044578106216,9.8600776812502,13.000644652837398,5.883252641557599,7.117392011279799,14.281079018788375,6.452624522256166,7.82845449653221,16,6.609847759141027,9.390152240858974,15.230553803144863,7.499743303182141,7.730810499962722,18.084700861061155,8.422120562369422,9.662580298691733,19.33614925556298,9.65874370039834,9.67740555516464,22.899444400241848,12.087325642908764,10.812118757333083,26.076054672247025,14.229817288099373,11.846237384147653,31.924180277659083,18.505185190360304,13.418995087298779,40.23647104953858,20.22004128002854,20.01642976951004
,                of which: Debt forgiveness,,,0,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,   Acquisition/disposal of non-financial Assets,,,0,,,0,,,0,,,0,0,0,0,147.6,0,147.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

,FINANCIAL ACCOUNT,1752.1419587722162,1312.8033197017742,439.338639070442,1582.919893974744,1068.086410627319,514.8334833474248,1613.7894759246371,1280.25397169324,333.5355042313972,1301.3992401546489,1008.8192789491904,292.5799612054584,1542.689517678492,1149.8364930168805,392.85302466161147,2019.9595122177789,1655.3728463695697,364.5866658482091,2172.0648781731734,1793.3771956659828,378.68768250719063,2451.906442084958,1803.812672859801,648.0937692251571,2716,2149.4,566.5999999999999,3210.583892391965,2236.2291312213333,974.3547611706317,3851.0991052833106,2334.0241483271025,1517.074956956208,4957.262995906284,3130.008324770951,1827.2546711353334,6372.181717011605,4889.647225249801,1482.534491761804,7105.920313794232,4744.691299849497,2361.229013944735,8530.391752112679,5817.610447260391,2712.7813048522876,10537.340278957172,6439.650778460987,4097.689500496185
 ,Private Investment,1086.8450073957627,932.1052638532876,154.73974354247503,949.9026171012811,479.7486910004151,470.153926100866,605.5782044158227,426.5632534806203,179.01495093520242,671.9021436583284,321.4205577335997,350.48158592472873,765.5627598870955,452.34746333981235,313.2152965472831,878.4813250185629,1016.7891214107818,-138.30779639221896,1234.241416135112,977.3550116161937,256.8864045189184,1232.6583491898286,1043.8959885584309,188.76236063139777,1544,1264,280,1517.2089717554713,1195.9199197326745,321.2890520227968,1665.398208568948,1228.1573617973397,437.2408467716082,2093.117399413074,1393.2146667132197,699.9027326998544,3781.0340501806913,2362.614284935062,1418.4197652456292,2931.3006493172184,2246.699628393515,684.6010209237033,3113.4468210776517,3790.949653108906,-677.5028320312545,4139.854842299751,3483.150451678287,656.704390621464
,     Long - term,313.65913288702905,190.5925410950065,123.06659179202254,584.3189897105449,107.08333448419786,477.23565522634703,352.52374282075976,157.85176153459776,194.671981286162,562.032192998573,189.13252013865505,372.8996728599179,475.89431666236794,218.13467105718462,257.7596456051833,216.7876933589829,302,-85.21230664101711,311.4875,147.68528907401065,163.80221092598936,329.84205699999995,161.3079538689833,168.53410313101665,402,161,241,469.19999999999993,224.4235918725099,244.77640812749004,619.3524902076558,203.24791064402868,416.1045795636271,802.2352466216587,223.28492488170815,578.9503217399506,1017.0050898987154,252.58212124656274,764.4229686521526,794.2363603607158,330.9685347011469,463.2678256595689,1057.1557876182374,473.4082579416209,583.7475296766165,1265.912,195,1070.912
,       Direct Investment,99.79771640891421,13.33854326663343,86.45917314228078,133.476496348329,4.7833344841978604,128.69316186413113,150,13.08637645770312,136.91362354229688,201.32513024568533,24.413039,176.91209124568533,175.13,2,173.13,81.88779823631066,0,81.88779823631066,192,11.438412591637928,180.56158740836207,198.7,27.307953868983297,171.39204613101668,223,6,217,272.19999999999993,38.42359187250989,233.77640812749004,480.43315687432244,29.373,451.06015687432244,603.3269,55,548.3269,752.2,61.66666666666667,690.5333333333334,403.96000000000004,20,383.96000000000004,477.55899999999997,42.5,435.05899999999997,955.912,60,895.912
,       Privatisation Proceeds ,33.45234278446924,0,33.45234278446924,301.1424933622159,0,301.1424933622159,56.053949889146644,0,56.053949889146644,0,0,0,2.5793139025019345,0,2.5793139025019345,89.89989512267222,0,89.89989512267222,4.5,0,4.5,30,0,30,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,       Other Private Long-term,180.4090736936456,177.2539978283731,3.155075865272522,149.7,102.3,47.39999999999999,146.4697929316131,144.76538507689463,1.7044078547184824,360.7070627528877,164.71948113865506,195.98758161423262,298.185002759866,216.13467105718462,82.05033170268138,45,302,-257,114.98750000000001,136.24687648237273,-21.259376482372716,101.142057,134,-32.857943000000006,169,155,14,197,186,11,138.91933333333333,173.8749106440287,-34.95557731069536,198.90834662165872,168.28492488170815,30.623421739950572,264.8050898987154,190.91545457989605,73.88963531881933,390.2763603607158,310.9685347011469,79.30782565956889,579.5967876182374,430.9082579416209,148.6885296766165,310,135,175
,     Short - term,773.1858745087336,741.5127227582811,31.673151750452462,365.5836273907362,372.66535651621723,-7.081729125481047,253.0544615950629,268.71149194602253,-15.657030350959644,109.86995065975546,132.28803759494463,-22.418086935189166,289.6684432247275,234.21279228262773,55.455650942099794,661.69363165958,714.7891214107818,-53.09548975120185,922.753916135112,829.669722542183,93.08419359292907,902.8162921898287,882.5880346894476,20.22825750038112,1142,1103,39,1048.0089717554715,971.4963278601647,76.51264389530684,1046.045718361292,1024.909451153311,21.136267207981064,1290.8821527914151,1169.9297418315116,120.95241095990355,2764.028960281976,2110.0321636884996,653.9967965934766,2137.0642889565024,1915.731093692368,221.33319526413447,2056.2910334594144,3317.5413951672854,-1261.250361707871,2873.9428422997507,3288.150451678287,-414.2076093785363
