,Item,,,,,31st Dec - 2012,,31st Dec - 2013,,31st Mar - 2014,,30th Jun - 2014,,30th Sep - 2014,,31st Dec - 2014,,31st Mar - 2015,,30th Jun - 2015,,30th Sep - 2015,,31st Dec - 2015,,31st Mar - 2016,,30th Jun - 2016,,30th Sep - 2016,,31st Dec - 2016,,31st Mar - 2017,,30th June - 2017,,30th Sep - 2017,,31st Dec - 2017,,31st Mar - 2018,,30th June - 2018,,30th Sep - 2018,,31st Dec - 2018,,31st Mar - 2019,,30th June - 2019,,30th Sep - 2019,,31st Dec - 2019,,31st Mar - 2020,,30th June - 2020,,30th Sep - 2020,,31st Dec - 2020,,31st Mar - 2021,,30th June - 2021,,30th Sep - 2021,,31st Dec - 2021,,31st Mar - 2022,,30th June - 2022,,30th Sep - 2022,,31st Dec - 2022,,31st Mar - 2023,,30th Jun - 2023,
,,,,,,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities,Assets,Liabilities

,         Short-term,,,,,467.1184436887783,1573.6711652182591,246.00559568040507,1880.4737794554646,296.6176089426596,1707.1688645476686,319.76862792378927,1744.602705963907,304.368474925731,1617.6175711488527,387.5190084213033,1587.3605605498299,434.6078081640331,1575.7942668238388,375.3379523261033,1586.9720308981177,416.72014689857576,1583.4862944080583,539.086309423076,1946.2746348390906,515.9710877970814,1592.6299542121656,493.63312207917386,1666.2842902277916,632.6796847935801,1918.0289345358708,534.6525263618157,2038.5580967954704,521.7160771052768,1834.1087926964744,314.00996955247217,1858.2387951020864,286.64583060033976,1772.469270322854,545.8566419961951,2211.868919023562,371.3673096988251,2384.229320191987,292.9142660825531,1884.3927530994656,376.0773311368053,1982.2100180203158,357.0260894917043,1580.3811318351782,370.7245214544938,1761.4514995566508,362.6557837833858,1392.9881579946182,466.59864058260666,1712.320465260213,363.2071235671736,1747.9658632226483,622.9295115775544,1553.3776333389142,592.401531356719,1111.885417524889,562.0843516092935,1088.307173653914,621.7284028331372,1333.2285747204878,419.3299495572949,1455.533620020422,744.3781962343285,1555.246903591843,999.7873718170848,3033.4891127369783,877.5838013199372,3973.8973606308746,1205.174797160535,4301.031961748773,1481.3679969334069,4064.8531850857034,1361.2379320529071,4369.648177735199,1482.570797995098,3842.807467202954,1273.3479393233497,3512.523089085791,1142.838293391186,3763.1986514477912
,         Long-term,,,,,274.21712214070686,,36.6225167988498,,135.86961753672108,,91.24890861062545,,47.656525967874586,,170.79496880546617,,108.52635157261079,,118.35255279730745,,82.15162363037098,,161.91568631071436,,80.68132125781767,,73.67821102237508,,196.28513569456436,,171.17052957276337,,130.81427964733393,,304.5009982151005,,286.85859744360323,,238.2938232034585,,187.11376945294842,,134.32418910012757,,436.92178754454517,,506.6739196847716,,643.4660210355992,,541.8464570380825,,363.80677156576894,,407.81398503584137,,234.22980977459838,,200.12687304676138,,123.69439361500281,,213.7347345556691,,111.71992168317865,,39.39310564731386,,238.00006562969247,,264.1429277347429,,180.2918636354516,,148.53987143150107,,375.16456919537063,,173.0438877667923,,162.3335573384354,,318.3104613509049,

,Loans,,,,,,23749.157276268288,,24506.914006359402,,25029.31102778437,,25499.563368949475,,25178.18201344327,,25297.277057112213,,25704.614603101974,,25722.796920741537,,25630.274381284824,,25935.9411824673,,26863.936760873785,,27143.50236406878,,27210.116181819176,,26342.191546998474,,26899.321860156084,,27924.17525095382,,28446.143432741257,,28884.493799333835,,29212.877595465463,,28752.548451557697,,29023.77175846954,,30450.310749526332,,30109.493566314362,,29991.559266956116,,29998.37433452309,,30320.033271987417,,31480.906622056187,,31115.13945614588,,31150.224473320348,,31353.215953423896,,31507.596104942015,,32294.80673520659,,31781.474043545226,,30564.505719364082,,29605.614397559915,,29220.073564834285,,28750.64200020853,,29507.940841966,,30276.82397918317,,30067.477780402187
,    Central bank,,,,,,2510.2883220799995,,2055.75658158895,,1903.578587625,,1717.4945872435865,,1442.8729085586192,,1247.7876125,,1069.2771862499999,,969.0027100000002,,846.2797525,,692.20677825,,558.1392635,,601.4113802353897,,503.9494176528674,,553.9157124899042,,465.5866282726112,,381.5710282397318,,508.33648674727283,,765.4091361951341,,781.2806277425187,,1006.0221659470773,,997.9246619326711,,992.1688870624827,,992.9182712478284,,1159.0611363723956,,1136.6300104425286,,1314.7789119816225,,1299.6029983138906,,1309.9791273514572,,1340.3358654938702,,1378.0140189995934,,1335.348782188701,,1315.5270162600223,,1299.3421711080841,,1264.641957278912,,1233.4919558908696,,1138.555577249553,,1084.6912822432075,,1062.045144362094,,1059.896669836354,,981.9692467558527
,        Credit and loans with the IMF,,,,,,2510.2883220799995,,2055.75658158895,,1903.578587625,,1717.4945872435865,,1442.8729085586192,,1247.7876125,,1069.2771862499999,,969.0027100000002,,846.2797525,,692.20677825,,558.1392635,,601.4113802353897,,503.9494176528674,,553.9157124899042,,465.5866282726112,,381.5710282397318,,508.33648674727283,,765.4091361951341,,781.2806277425187,,1006.0221659470773,,997.9246619326711,,992.1688870624827,,992.9182712478284,,1159.0611363723956,,1136.6300104425286,,1314.7789119816225,,1299.6029983138906,,1309.9791273514572,,1340.3358654938702,,1378.0140189995934,,1335.348782188701,,1315.5270162600223,,1299.3421711080841,,1264.641957278912,,1233.4919558908696,,1138.555577249553,,1084.6912822432075,,1062.045144362094,,1059.896669836354,,981.9692467558527
,    Deposit taking corporations,,,,,,2799.964175215191,,2924.229211986415,,2642.350596641122,,2988.5130903182635,,3529.4840607899187,,4282.074714661046,,4816.689467427479,,4731.14868269201,,4755.625959653479,,5069.554793963587,,5659.441878171434,,5494.068129812986,,4905.686483996669,,4562.277404900884,,5030.4509352313,,5188.223402464495,,4972.221572019321,,4832.9365511764145,,4582.1068183368525,,4628.538377371588,,5111.87365033161,,5530.21506414735,,5042.458094977634,,5040.761609026269,,5228.061837424181,,5248.886510046457,,6209.839515896722,,5938.601946814954,,5777.5366261613235,,5324.090925220315,,4770.523875914265,,4955.612266601554,,4405.427513686809,,3172.1308563099524,,2513.926900866154,,2047.0914966610067,,1704.2053229005855,,1527.3490908370804,,1364.0091118706205,,1080.7937360985097
,        Short term,,,,,,2127.3029598099997,,2003.1459791068519,,1772.34570219,,2145.7325564795046,,2426.3741685,,3159.237632080007,,3482.8481967175826,,3615.2233722537153,,3522.329048929482,,3816.184368977096,,4043.8669712968344,,3977.076749171748,,3462.870368788628,,3208.5304215792357,,3563.1017054530744,,3658.7013832718167,,3136.238992618534,,2928.501864861663,,2723.581368380183,,2742.929786983322,,3182.054422547109,,3772.2221375799995,,3544.0205168999996,,3509.15551216,,3475.321347475355,,3770.85973087,,4622.638144539203,,4558.021090332426,,4647.522212414789,,4173.9706138826205,,3801.9305928354447,,3797.3819908260616,,3231.732800110274,,2004.6465813199998,,1441.8497028661538,,1005.5176445610066,,792.5971740005857,,704.0057133570805,,555.5010767406203,,483.7625745185098
,        Long term,,,,,,672.6612154051912,,921.083232879563,,870.0048944511223,,842.780533838759,,1103.1098922899187,,1122.8370825810382,,1333.841270709896,,1115.9253104382944,,1233.2969107239974,,1253.370424986491,,1615.5749068745995,,1516.9913806412374,,1442.816115208041,,1353.7469833216487,,1467.349229778225,,1529.5220191926778,,1835.9825794007866,,1904.4346863147516,,1858.5254499566697,,1885.608590388265,,1929.8192277845014,,1757.9929265673504,,1498.437578077634,,1531.6060968662691,,1752.740489948826,,1478.0267791764575,,1587.2013713575195,,1380.5808564825284,,1130.014413746535,,1150.1203113376937,,968.5932830788206,,1158.2302757754926,,1173.694713576535,,1167.4842749899526,,1072.077198,,1041.5738521,,911.6081489,,823.3433774800001,,808.5080351300002,,597.0311615799999
,    General Government,,,,,,15615.65283856139,,15814.35997384601,,16661.589714776597,,16858.94853051452,,16242.61496302731,,15774.361875242306,,15732.479939442364,,15953.855134525706,,15977.204249450437,,16146.528963303579,,16505.927404419945,,16880.088680722,,17699.890771499824,,17294.504061906577,,17517.381111590483,,18200.572501566214,,18774.259151364877,,19111.36605520721,,19702.776929394437,,18955.094721857833,,18736.977610667374,,19625.943895503136,,19799.462601560634,,19537.545172627295,,19345.50352129297,,19617.093423549515,,19974.773894663114,,19895.124416620256,,20044.423164603904,,20570.374375464206,,20448.153289552683,,21107.790617491162,,21231.801573812525,,21289.417752893976,,21086.53879598662,,21311.084081106517,,21211.04135137108,,23561.583718335623,,24486.549756273384,,24699.075348754424
,        Long term,,,,,,15615.65283856139,,15814.35997384601,,16661.589714776597,,16858.94853051452,,16242.61496302731,,15774.361875242306,,15732.479939442364,,15953.855134525706,,15977.204249450437,,16146.528963303579,,16505.927404419945,,16880.088680722,,17699.890771499824,,17294.504061906577,,17517.381111590483,,18200.572501566214,,18774.259151364877,,19111.36605520721,,19702.776929394437,,18955.094721857833,,18736.977610667374,,19625.943895503136,,19799.462601560634,,19537.545172627295,,19345.50352129297,,19617.093423549515,,19974.773894663114,,19895.124416620256,,20044.423164603904,,20570.374375464206,,20448.153289552683,,21107.790617491162,,21231.801573812525,,21289.417752893976,,21086.53879598662,,21311.084081106517,,21211.04135137108,,23561.583718335623,,24486.549756273384,,24699.075348754424
,, Credit and loans with the IMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.83244,,337.83778
,, Current outstanding liability position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21086.53879598662,,21299.84033486885,,21114.712116285482,,23412.65236429732,,23883.377428344713,,24042.314218178286
,, Accrued interest of project loans (April 2022 onwards),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,11.243746237665365,,96.32923508560052,,148.93135403830345,,262.33988792867154,,318.92335057613656
,    Other sectors,,,,,,2823.251940411709,,3712.5682389380254,,3821.7921287416502,,3934.607160873102,,3963.210081067422,,3993.052854708862,,4086.1680099821315,,4068.7903935238205,,4051.1644196809107,,4027.6506469501314,,4140.428214782404,,4167.934173298401,,4100.589508669815,,3931.494367701111,,3885.903185061691,,4153.808318683378,,4191.326222609788,,4174.782056755077,,4146.713219991654,,4162.893186381201,,4176.995835537881,,4301.982902813359,,4274.654598528266,,4254.191348930157,,4288.178965363412,,4139.274426409821,,3996.690213182461,,3971.4339653592097,,3987.928817061249,,4080.736633739785,,4953.570157286365,,4915.876834853848,,4844.902784937807,,4838.3151528812405,,4771.656744816272,,4723.342409817208,,4750.704043693656,,3356.9628884312015,,3366.368441202813,,3305.6394487934
,        Long term,,,,,,2823.251940411709,,3712.5682389380254,,3821.7921287416502,,3934.607160873102,,3963.210081067422,,3993.052854708862,,4086.1680099821315,,4068.7903935238205,,4051.1644196809107,,4027.6506469501314,,4140.428214782404,,4167.934173298401,,4100.589508669815,,3931.494367701111,,3885.903185061691,,4153.808318683378,,4191.326222609788,,4174.782056755077,,4146.713219991654,,4162.893186381201,,4176.995835537881,,4301.982902813359,,4274.654598528266,,4254.191348930157,,4288.178965363412,,4139.274426409821,,3996.690213182461,,3971.4339653592097,,3987.928817061249,,4080.736633739785,,4953.570157286365,,4915.876834853848,,4844.902784937807,,4838.3151528812405,,4771.656744816272,,4723.342409817208,,4750.704043693656,,3356.9628884312015,,3366.368441202813,,3305.6394487934

,  Insurance guarantee schemes,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,  Trade credits and advances,,,,,234.46693263076344,1909.7182467996774,459.90592586885174,2088.5196086664705,539.6291851561539,2200.607708406016,638.108715701655,2131.2025561230625,735.3254846020571,2050.7974038401085,820.1461438301784,1674.3922515571544,594.5200772547913,1534.0424863644598,623.7905993277001,1629.8814557099543,642.9029960318999,1480.7204250554482,676.5403189248034,1374.559394400943,788.6397181922483,1251.9667170556374,742.48782282368,1399.1083874303092,741.5406477760382,1411.2500578049812,706.6060683947762,1480.391728179653,971.5827633639966,1941.89868665837,984.6139476103149,1885.4227645569863,1005.1994457671861,1581.6135091222686,1002.1044079182067,1930.1375870208844,1036.8151452422221,2043.7727587906727,1097.6883928898328,2163.647727112237,1146.967814852876,2347.522695433802,1181.9795267028758,2184.3976637553665,1185.7734722522828,2162.545718232638,1178.2220239653705,2267.69377270991,1181.9340125141143,2241.841827187182,1178.1380957656115,2155.9898816644536,1115.1364786197316,2287.7075398044535,1040.7147710817585,1908.4251979444534,1005.3709117383769,2040.1428560844536,954.1133508638269,2340.8605142244537,1004.1296348986954,2553.9999999999995,1053.7782840310006,2473.999999999999,1140.1950901775876,2660.999999999999,1210.7605482535837,1914.7458824274856,1290.404651040316,1618.1282644331689,1367.7134422703025,1479.3950564331692,1434.3491747560226,1283.4762444331689,1492.9810212146524,1019.6905629887248,1385.7155021073852,829.5747163220576,1340.0905252670163,821.5747163220577
,    Deposit taking corporations,,,,,102.91320471458185,,117.8447431722408,,126.5311641311176,,131.23005220188824,,134.66617862755973,,125.70619538095028,,123.35794965387508,,116.07879522812267,,98.64151543366128,,95.72916182790362,,88.66657111883252,,71.1692974526678,,98.87674410742972,,92.59678642857142,,92.23721483582605,,100.8039607387141,,116.92502055215505,,109.36554435974531,,94.40829218612255,,108.6981773919829,,111.39423691327553,,99.82258632152467,,102.62074229262477,,94.07350442740555,,96.78970339784264,,91.99799707103296,,87.19192578765329,,70.96576411218005,,93.81745063129844,,100.75543561924852,,86.02171965411578,,70.67036878642087,,92.0871749330077,,97.65263300900348,,99.89580422073578,,99.80366387572239,,89.03846478644256,,70.26937967007242,,63.00386056280491,,67.3788837224363,
,        Short term,,,,,102.91320471458185,,117.8447431722408,,126.5311641311176,,131.23005220188824,,134.66617862755973,,125.70619538095028,,123.35794965387508,,116.07879522812267,,98.64151543366128,,95.72916182790362,,88.66657111883252,,71.1692974526678,,98.87674410742972,,92.59678642857142,,92.23721483582605,,100.8039607387141,,116.92502055215505,,109.36554435974531,,94.40829218612255,,108.6981773919829,,111.39423691327553,,99.82258632152467,,102.62074229262477,,94.07350442740555,,96.78970339784264,,91.99799707103296,,87.19192578765329,,70.96576411218005,,93.81745063129844,,100.75543561924852,,86.02171965411578,,70.67036878642087,,92.0871749330077,,97.65263300900348,,99.89580422073578,,99.80366387572239,,89.03846478644256,,70.26937967007242,,63.00386056280491,,67.3788837224363,
,    Other sectors,,,,,131.5537279161816,1909.7182467996774,342.06118269661096,2088.5196086664705,413.09802102503625,2200.607708406016,506.8786634997668,2131.2025561230625,600.6593059744974,2050.7974038401085,694.4399484492282,1674.3922515571544,471.1621276009163,1534.0424863644598,507.7118040995774,1629.8814557099543,544.2614805982386,1480.7204250554482,580.8111570968997,1374.559394400943,699.9731470734158,1251.9667170556374,671.3185253710121,1399.1083874303092,642.6639036686084,1411.2500578049812,614.0092819662048,1480.391728179653,879.3455485281705,1941.89868665837,883.8099868716008,1885.4227645569863,888.2744252150311,1581.6135091222686,892.7388635584614,1930.1375870208844,942.4068530560995,2043.7727587906727,988.9902154978499,2163.647727112237,1035.5735779396005,2347.522695433802,1082.1569403813512,2184.3976637553665,1083.152729959658,2162.545718232638,1084.1485195379648,2267.69377270991,1085.1443091162716,2241.841827187182,1086.1400986945785,2155.9898816644536,1027.9445528320784,2287.7075398044535,969.7490069695784,1908.4251979444534,911.5534611070784,2040.1428560844536,853.3579152445784,2340.8605142244537,918.1079152445795,2553.9999999999995,983.1079152445798,2473.999999999999,1048.10791524458,2660.999999999999,1113.1079152445802,1914.7458824274856,1190.5088468195802,1618.1282644331689,1267.9097783945801,1479.3950564331692,1345.31070996958,1283.4762444331689,1422.71164154458,1019.6905629887248,1322.7116415445803,829.5747163220576,1272.71164154458,821.5747163220577
,        Short term,,,,,131.5537279161816,1909.7182467996774,342.06118269661096,2088.5196086664705,413.09802102503625,2200.607708406016,506.8786634997668,2131.2025561230625,600.6593059744974,2050.7974038401085,694.4399484492282,1674.3922515571544,471.1621276009163,1534.0424863644598,507.7118040995774,1629.8814557099543,544.2614805982386,1480.7204250554482,580.8111570968997,1374.559394400943,699.9731470734158,1251.9667170556374,671.3185253710121,1399.1083874303092,642.6639036686084,1411.2500578049812,614.0092819662048,1480.391728179653,879.3455485281705,1941.89868665837,883.8099868716008,1885.4227645569863,888.2744252150311,1581.6135091222686,892.7388635584614,1930.1375870208844,942.4068530560995,2043.7727587906727,988.9902154978499,2163.647727112237,1035.5735779396005,2347.522695433802,1082.1569403813512,2184.3976637553665,1083.152729959658,2162.545718232638,1084.1485195379648,2267.69377270991,1085.1443091162716,2241.841827187182,1086.1400986945785,2155.9898816644536,1027.9445528320784,2287.7075398044535,969.7490069695784,1908.4251979444534,911.5534611070784,2040.1428560844536,853.3579152445784,2340.8605142244537,918.1079152445795,2553.9999999999995,983.1079152445798,2473.999999999999,1048.10791524458,2660.999999999999,1113.1079152445802,1914.7458824274856,1190.5088468195802,1618.1282644331689,1267.9097783945801,1479.3950564331692,1345.31070996958,1283.4762444331689,1422.71164154458,1019.6905629887248,1322.7116415445803,829.5747163220576,1272.71164154458,821.5747163220577

,  Other accounts receivable/payable,,,,,635.4281579999999,227.69560243408347,677.6441075921778,285.28257993315646,869.6767101900001,173.7669754200049,962.5131809384061,339.3604033499921,851.0608595336223,227.1464894099671,991.919028513086,436.71053579359113,1100.8111361926258,243.75862722347628,1096.0912490650712,423.7169022288706,1057.6428396945485,231.29992304007195,1236.4164670423838,478.1782522299727,1296.969423210563,250.24696829006257,1364.6745587199998,444.5370584600344,1690.4251943500003,275.62167191992523,1615.3655258499998,533.1349472899866,1217.51913883,295.77042510844535,1414.3559719900004,482.71633421998564,1637.4540476340005,213.9890096899835,1584.2980877199998,594.4737092899928,1603.30580362,251.16804906999633,1515.2046497800002,514.660893560028,1548.34083394,218.07060570999593,1700.04557909,432.08386743002325,1762.87546363,228.96001065003122,1638.3487926900002,383.63517133000346,1799.6097012300002,214.71080418002364,1896.4141372599993,456.1892621600031,2207.5202826373297,219.48264894997234,1954.331489651287,273.3784559300046,1762.9264765067278,158.7223690400189,1920.1923357457126,342.5623341999976,1840.0575087607344,276.0369829000235,1909.1647197824925,461.0148623300111,2110.9659340642856,233.37437905000203,1743.7201108832678,522.6441728799234,1955.633602896392,1301.38821313,1936.8650080243938,1916.5834276500218,2377.542697536933,2022.0506914799946,2249.9562367977123,2027.6448692199883,2636.2468357543385,1992.7379797399944,2792.6758225068406,1991.7414075000163
,     Central Bank,,,,,,227.69560243408347,,285.28257993315646,,173.7669754200049,,339.3604033499921,,227.1464894099671,,436.71053579359113,,243.75862722347628,,423.7169022288706,,231.29992304007195,,478.1782522299727,,250.24696829006257,,444.5370584600344,,275.62167191992523,,533.1349472899866,,295.77042510844535,,482.71633421998564,,213.9890096899835,,594.4737092899928,,251.16804906999633,,514.660893560028,,218.07060570999593,,432.08386743002325,,228.96001065003122,,383.63517133000346,,214.71080418002364,,456.1892621600031,,219.48264894997234,,273.3784559300046,,158.7223690400189,,342.5623341999976,,276.0369829000235,,461.0148623300111,,233.37437905000203,,522.6441728799234,,1301.38821313,,1916.5834276500218,,2022.0506914799946,,2027.6448692199883,,1992.7379797399944,,1991.7414075000163
,        Short term,,,,,,227.69560243408347,,285.28257993315646,,173.7669754200049,,339.3604033499921,,227.1464894099671,,436.71053579359113,,243.75862722347628,,423.7169022288706,,231.29992304007195,,478.1782522299727,,250.24696829006257,,444.5370584600344,,275.62167191992523,,533.1349472899866,,295.77042510844535,,482.71633421998564,,213.9890096899835,,594.4737092899928,,251.16804906999633,,514.660893560028,,218.07060570999593,,432.08386743002325,,228.96001065003122,,383.63517133000346,,214.71080418002364,,456.1892621600031,,219.48264894997234,,273.3784559300046,,158.7223690400189,,342.5623341999976,,276.0369829000235,,461.0148623300111,,233.37437905000203,,522.6441728799234,,1301.38821313,,1916.5834276500218,,2022.0506914799946,,2027.6448692199883,,1992.7379797399944,,1991.7414075000163
,     Deposit taking corporations,,,,,635.4281579999999,,677.6441075921778,,869.6767101900001,,962.5131809384061,,851.0608595336223,,991.919028513086,,1100.8111361926258,,1096.0912490650712,,1057.6428396945485,,1236.4164670423838,,1296.969423210563,,1364.6745587199998,,1690.4251943500003,,1615.3655258499998,,1217.51913883,,1414.3559719900004,,1637.4540476340005,,1584.2980877199998,,1603.30580362,,1515.2046497800002,,1548.34083394,,1700.04557909,,1762.87546363,,1638.3487926900002,,1799.6097012300002,,1896.4141372599993,,2207.5202826373297,,1954.331489651287,,1762.9264765067278,,1920.1923357457126,,1840.0575087607344,,1909.1647197824925,,2110.9659340642856,,1743.7201108832678,,1955.633602896392,,1936.8650080243938,,2377.542697536933,,2249.9562367977123,,2636.2468357543385,,2792.6758225068406,
,       Short term,,,,,635.4281579999999,,677.6441075921778,,869.6767101900001,,962.5131809384061,,851.0608595336223,,991.919028513086,,1100.8111361926258,,1096.0912490650712,,1057.6428396945485,,1236.4164670423838,,1296.969423210563,,1364.6745587199998,,1690.4251943500003,,1615.3655258499998,,1217.51913883,,1414.3559719900004,,1637.4540476340005,,1584.2980877199998,,1603.30580362,,1515.2046497800002,,1548.34083394,,1700.04557909,,1762.87546363,,1638.3487926900002,,1799.6097012300002,,1896.4141372599993,,2207.5202826373297,,1954.331489651287,,1762.9264765067278,,1920.1923357457126,,1840.0575087607344,,1909.1647197824925,,2110.9659340642856,,1743.7201108832678,,1955.633602896392,,1936.8650080243938,,2377.542697536933,,2249.9562367977123,,2636.2468357543385,,2792.6758225068406,

,Special Drawing rights,,,,,,607.79069980552,,608.9947441292361,,610.4758017453628,,611.3402552781158,,586.3044485986193,,572.945125335059,,545.5357175847254,,556.1732224024682,,555.1229923533014,,547.9998332942484,,557.1317032812648,,553.1868886436625,,551.989220962699,,531.6299849431642,,536.5797179279983,,550.238657546427,,558.9017719519943,,563.1890552558114,,574.867258182,,556.2439416897462,,551.766464463304,,550.00209990274,,548.9976309795,,549.7727329832601,,539.13485344186,,546.8541403855744,,539.7240891488,,544.0346053942,,556.63792215942,,569.5694708956198,,560.4501585452599,,564.09234704252,,1338.7279629582501,,1329.90997727025,,1313.57579904,,1271.9333503098928,,1216.159862323,,1264.582766489,,1278.2563455892498,,1263.8511017282501

,Reserve assets,,,,,7105.885730715288,,7495.265226369309,,8059.729601734017,,9164.001196374922,,8821.804336421244,,8208.411647756739,,6819.545506591644,,7525.4853808777625,,6783.676837049009,,7303.637753942518,,6221.186354883581,,5292.273794306292,,6455.718499911476,,6019.062283128102,,5117.259154766691,,6959.0058206598105,,7279.835590853288,,7958.652653233143,,7319.749709843405,,9267.017790219734,,7164.079342003561,,6919.216775961854,,7629.241940996535,,8864.984523110988,,7635.331963575639,,7642.39300075293,,7533.736569388851,,6694.648013455302,,6666.3209381823235,,5664.265569350756,,4055.1636773857626,,4060.045908077146,,2704.187298983932,,3139.2264604148536,,1916.537443036597,,1854.1052886081088,,1778.518069680119,,1897.6093599466262,,2694.267281662039,,3724.1982324163923,
,   Monetary gold,,,,,727.3043158504823,,883.9103859184876,,897.9827216199715,,940.2762607399899,,903.6734398399333,,892.7071157494242,,848.8034228367194,,839.0552759910248,,798.3127981798227,,760.2041775298603,,886.2643025499652,,942.5486847091221,,949.6951693975514,,830.4773472029373,,889.105719087306,,890.0361577499838,,922.0217762629632,,928.0660489824329,,894.923657379987,,799.9787523399611,,760.5579544819346,,819.0616756124081,,825.3779443990235,,900.2119984717554,,926.696902211434,,954.8786531211117,,339.70890581030153,,383.60205663773456,,406.18689602980555,,408.8878874695427,,367.8248481468586,,381.26411137919666,,378.4306550468358,,175.37950518824672,,29.322753461538465,,27.373033401300777,,25.14913158996969,,27.626916620307895,,29.82264284079628,,29.069930618787037,
,   Special drawing rights,,,,,3.8685050738906956,,15.546978108565966,,8.478570370985247,,8.899672203403382,,8.94735422027554,,9.158906440846545,,8.845282533304355,,11.815671204546994,,9.102135122972653,,6.737492707396738,,6.9612336761689075,,4.113860077936597,,4.086190508570394,,2.0267083234671293,,0.15509610274314897,,0.26437288257937874,,2.3156411659615155,,4.461255225864712,,0.5747539191785418,,6.242433084946692,,0.5268342495723543,,1.244212349182046,,0.42278229419610514,,7.353092312401438,,7.29165432272439,,7.324004340476733,,0.5003688724843373,,2.6457379394990546,,2.6534402492217675,,2.603506028406858,,2.7284500040483897,,8.643235091091306,,127.93849662547859,,123.55832378048095,,118.47716629097258,,16.46336111849737,,8.335055932475932,,1.8062851357314544,,28.414852056179377,,4.381511275436155,
,   Reserve position in the IMF,,,,,73.54975384372,,73.69714814,,73.96657342833001,,73.97901580399,,70.95025443659999,,69.33322415370999,,66.01589538159001,,67.30320270949001,,67.17638618834,,66.31451239743,,67.41949106662,,66.9399810508,,66.79689373071,,64.33330335003001,,64.93245159335,,66.58537334449,,67.63388277029999,,68.15215557183,,69.56580086797,,67.31181666187,,66.77009476775001,,66.55666016989,,66.43510773075,,66.52890410111,,65.24159677321,,66.17573205353,,65.3129011568,,65.8345238287,,67.35967195286999,,68.92453996857,,67.82099695811,,68.26174418822,,67.42188383117,,66.97778673069,,66.1551542784,,63.54129828397999,,61.249029845079995,,3.7999354744400002,,3.8410231119300002,,3.79773690037,
,  Other reserve assets,,,,,6301.163155947195,,6522.110714202256,,7079.30173631473,,8140.846247627538,,7838.233287924435,,7237.2124014127585,,5895.88090584003,,6607.3112309727,,5909.085517557874,,6470.381571307831,,5260.541327590827,,4278.6712684684335,,5435.140246274645,,5122.224924251667,,4163.065887983292,,6002.119916682757,,6287.864290654063,,6957.9731934530155,,6354.68549767627,,8393.484788132955,,6336.224458504304,,6032.354227830374,,6737.006106572566,,7890.890528225721,,6636.10181026827,,6614.014611237812,,7128.214393549266,,6242.5656950493685,,6190.120929950426,,5183.849635884237,,3616.7893822767455,,3601.876817418638,,2130.3962634804475,,2773.310844715436,,1702.5823690056861,,1746.7275958043306,,1683.7848523125933,,1864.376222716147,,2632.1887636531333,,3686.949053621799,
,      Currency and deposits,,,,,2011.6302185482477,,3308.6724365030814,,3509.20970771721,,4176.189597562612,,4195.004072769419,,3795.0572939259173,,2699.359900798646,,3075.862045430442,,3281.088730760477,,3911.384770548645,,3040.4828689308542,,2343.20189945969,,3315.5176096830833,,2643.9659072164204,,1938.3723479746322,,3847.4104947540877,,2997.9140229064133,,3037.334548844662,,1602.0866164999343,,3614.9184609722106,,1822.258855291586,,2026.0193727560568,,2960.969796664254,,4183.110277007045,,2774.180178390964,,2387.466754923003,,2319.719878223522,,1812.3640501588518,,2805.2720127061366,,2210.2654734247417,,1600.6238831615374,,2986.0401056184223,,1765.105245700403,,2729.315050065282,,1660.4979074656526,,1715.9461491043082,,1654.0678545125381,,1834.4474817561072,,2601.6906970530954,,3597.2538545717716,
