<new sheet>
sheet_name: Formal Private Sector
Minimum Wage Rate Index of Formal Private Sector ,,,,,,,,,

,,,,,,,,December 1978=100,
Period ,,Workers in Agriculture,,Workers in Industry and Commerce ,,Workers in Service,,Workers in All Wage Boards ,

,,Nominal Wage Rate Index,Real Wage Rate Index*,Nominal Wage Rate Index,Real Wage Rate Index*,Nominal Wage Rate Index,Real Wage Rate Index*,Nominal Wage Rate Index,Real Wage Rate Index*

,February,1184.1200000000001,91.85681924273858,986.48,76.52511151452282,678.03,52.597438731846474,1069.8600000000001,82.99322419605808
,March,1184.1000000000001,91.44322780520864,986.5,76.18338335430988,678,52.35918288314455,1069.9,82.6240262045374
,April,1184.2,92.52287449392712,986.5,77.07635170432283,678,52.97290061381742,1069.9,83.59248726655348
,May,1184.13,88.44845303867405,986.48,73.68500920810314,678.03,50.645372225863845,1069.8700000000001,79.91381558822611
,June,1184.22,86.07996294158745,986.48,71.70640746028371,678.03,49.28543452507518,1069.93,77.77231827708759
,July,1355.09,99.31488683348137,986.5,72.30083305258646,678,49.69079048114912,1183.05,86.7060319745184
,August,1355.07,102.11243576017131,986.5,74.33853445018264,678,51.09125834487971,1183.05,89.14972446151909
,September,1355.02,102.91236701790021,986.48,74.92213533070966,678.03,51.49567697092802,1183,89.8476259997461
,October,1355,102.1232402129067,986.48,74.34873358319423,678.03,51.101564990079055,1182.99,89.1592412837391
,November,1355.02,100.08218957375229,986.5,72.86319022192043,678.03,50.07950214512793,1183,87.37674002284021
,December,1355.06,97.63514934361075,986.48,71.07812356979406,678.03,48.85360080693725,1183.03,85.2399972901361
2003,January ,1355.11,93.6813008811209,986.48,68.19721623573595,678.03,46.873488083200925,1183.06,81.78716105734509
,February,1355.2,94.73850018988637,992.87,69.40895416435396,678.03,47.39931027431276,1184.03,82.77245157897812
,March,1355.17,96.97442690110944,992.87,71.04865015998327,678.03,48.51905714542029,1184.28,84.74573248407643
,April,1355.96,97.81190932658106,1015.63,73.26227135708687,678.03,48.909561403508775,1188.99,85.76756104177971
,May,1395.7,98.33677128724533,1015.63,71.55819661995054,678.03,47.771928806972085,1215.3,85.62633670945706
,June,1395.75,97.09953340310483,1015.63,70.65534595034595,678.03,47.16918977847549,1215.34,84.54877085877085
,July,1395.38,98.89951544590232,1015.63,71.98420134466724,678.03,48.056327636762134,1215.3500000000001,86.13963658442673
,August,1395.74,101.46750372148131,1015.63,73.8342677036182,678.03,49.29142358052071,1215.33,88.3520579032111
,September,1395.7,101.13890621687915,1015.6,73.5950943281955,678.03,49.13320382763528,1215.29,88.06555945855918
,October,1395.69,101.23935040921492,1015.63,73.67088784480146,678.03,49.1823519248257,1215.3,88.15437708396485
,November,1395.69,98.69348334860082,1015.63,71.81828521615792,678.03,47.9455627788777,1215.3,85.93755799178511
,December,1395.69,95.75910803371752,1015.63,69.68296892023625,678.03,46.52003526578359,1215.3,83.38244452090143
2004,January,1395.8,95.99785595217567,1035.91,71.24598005403232,678.03,46.632344369718915,1219.1100000000001,83.84578461803758
,February,1395.8,96.7038042848871,1035.91,71.7699082223509,678.03,46.975268963520556,1219.1000000000001,84.46167631731325
,March,1395.78,97.48421154014534,1035.91,72.35013367189097,678.03,47.35504159005341,1219.09,85.14381023261242
,April,1395.77,96.21979114452799,1035.91,71.41222683144643,771.38,53.176399043585974,1233.45,85.0299844438683
,May,1398.61,93.01522233338892,1045.81,69.55209076760602,771.38,51.30099327441499,1237.15,82.27724834639542
,June,1398.61,91.12594560008712,1045.81,68.13938493792202,771.38,50.25899422783707,1237.15,80.60607574602484
,July,1398.73,91.06186277443753,1045.81,68.08562532306772,772.18,50.2714242185162,1237.3500000000001,80.55550099300814
,August,1398.73,92.0586619543992,1045.81,68.83091751698342,772.18,50.82171511867763,1237.3500000000001,81.43729337990594
,September,1398.7,90.8374928759465,1045.81,67.91932396124515,779.71,50.63766466740848,1237.3500000000001,80.35874155290797
,October,1398.73,90.47848002378764,1045.81,67.64943855760393,779.71,50.436449964859165,1238.51,80.11446261555929
,November,1398.74,87.4806549579217,1055.14,65.99106215043648,779.71,48.76498954576343,1240.24,77.56767340964927
,December,1398.82,84.33165192855162,1055.14,63.611972388078506,779.71,47.006928929534176,1240.29,74.77424155392639
2005,January,1398.91,83.96898763388266,1058.64,63.54442320716383,779.71,46.80176662402489,1240.99,74.48990568640731
,February,1536.19,91.79241585097883,1058.64,63.25722932481023,779.71,46.59024245904914,1331.88,79.58421993607672
,March,1536.21,92.91890225715947,1060.58,64.15003766145135,779.71,47.16138892399464,1332.25,80.58221697040163
,April,1536.18,92.86544751799926,1084.8,65.57853732474422,779.71,47.13517822407478,1336.68,80.80523531640773
,May,1536.18,91.41063632972772,1084.8,64.5511973144349,779.71,46.39676812134776,1336.69,79.53995200795724
,June,1536.22,91.46760369236894,1084.8,64.58974397253117,779.71,46.42447388718868,1336.71,79.58863999402851
,July,1536.22,90.2571681807022,1084.8,63.7349963172109,779.71,45.81011613061626,1336.71,78.53540461576235
,August,1536.25,91.17448103965675,1084.8,64.38149847474021,779.71,46.27479551598423,1336.73,79.33322313434687
,September,1543.95,90.72469182791475,1084.8,63.744386602494835,779.71,45.816865484726456,1341.83,78.84783395540713
,October,1543.97,90.50584743894373,1084.8,63.58979986772163,779.71,45.705754844082996,1341.84,78.65720598682115
,November,1543.98,88.5414014234705,1084.8,62.20916868364927,779.71,44.71341345347361,1341.85,76.95001198207483
,December,1544.03,86.19567466057015,1084.8,60.55910045257313,779.71,43.52741170158168,1341.89,74.91118298884898
2006,January,1544.1,85.85109897769516,1084.8,60.31427509293681,779.71,43.35144121747212,1341.93,74.61055971189592
,February,1544.11,86.1217860389232,1084.8,60.5040531406596,779.71,43.48784593870179,1341.94,74.84587856893137
,March,1544.11,87.7893853646947,1084.8,61.675609408410544,779.71,44.32991280589214,1341.93,76.29457091945831
,April,1574.53,87.18646542947056,1084.8,60.0686412439837,779.71,43.17488962421326,1362.07,75.42191572565716
,May,1574.59,82.7566684237113,1084.8,57.01448244053502,779.71,40.97968483011575,1362.12,71.58975555116294
,June,1574.74,79.66077201141528,1084.8,54.87636402071663,779.71,39.44289250607759,1362.22,68.9101037945249
,July,1574.85,80.65523916532905,1084.8,55.55754735152488,779.71,39.93249930444088,1362.29,69.76907372926699
,August,1574.81,81.04344795698925,1084.8,55.82637419354839,779.71,40.12572107526882,1362.26,70.10512215053764
,September,1574.8,80.18248047830807,1084.8,55.2336517798251,779.71,39.69969637651866,1362.25,69.36028958062938
,October,1574.83,78.7382096443943,1084.8,54.23773348376583,779.71,38.98387092056329,1362.28,68.11115373365091
,November,1574.88,75.39788412291935,1084.8,51.93514724711908,779.71,37.328865837067866,1362.31,65.2210273287452
,December,1575.01,73.69818599558084,1155.13,54.05107624019867,779.71,36.484347783578734,1375.34,64.35518703193132
2007,January,1575.09,75.74543478260868,1169.51,56.2412582345191,779.71,37.49593544137022,1378.04,66.26938076416336
,February,1575.13,74.08794458762888,1169.51,55.00916881443299,779.71,36.67450386597938,1378.07,64.81901417525773
,March,1575.09,74.18165806451613,1169.51,55.08014838709677,779.71,36.72182580645162,1378.04,64.90123870967741
,April,1575.03,73.56186180422264,1169.51,54.622028150991675,779.71,36.416397952655146,1378,64.35956493921944
,May,1589.19,73.75134774316592,1698.86,78.84092816274632,1195.72,55.49113795295613,1548.83,71.87831532104258
,June,1995.14,90.68818181818182,1698.86,77.22090909090909,1195.72,54.35090909090909,1817.59,82.61772727272727
,July,1995.24,89.30258736971183,1698.86,76.03726548129981,1195.72,53.517817290006136,1817.66,81.35449417535254
,August,1995.34,88.17180387409202,1698.86,75.07069007263922,1195.72,52.83750605326877,1817.72,80.32297820823244
,September,1995.31,87.3771025794841,1698.86,74.39518896220756,1195.72,52.36206358728254,1817.7,79.59934013197362
,October,1995.34,84.78452852153666,1698.86,72.186717112922,1195.72,50.80766006984866,1817.72,77.23722933643771
,November,1995.48,82.57938775510205,1698.86,70.30429705215418,1195.72,49.482743764172334,1817.81,75.22683106575963
,December,1995.64,81.79770915216172,1698.86,69.63322852330151,1195.72,49.010421111734985,1817.91,74.51287478944413
2008,January,1995.61,79.38938964577656,1698.86,67.58407629427793,1195.72,47.56815258855586,1817.9,72.31972752043598
,February,1995.62,77.24297985153764,1708.12,66.11493107104982,1195.72,46.28184517497349,1819.61,70.43029162248145
,March,2337.86,88.933705054716,1708.12,64.97798853569567,1195.72,45.48596143824909,2046.19,77.83838978634705
,April,2337.92,87.34296827021494,1708.12,63.81410440122824,1195.72,44.671218014329575,2046.19,76.44415046059365
,May,2337.9700000000003,85.98076070528968,1708.12,62.8175113350126,1195.72,43.97358186397985,2046.26,75.25288664987406
,June,2338.09,82.89488586692569,1708.12,60.55986401165614,1195.72,42.39318115590092,2046.34,72.5511510441962
,July,2349.38,83.09338178294574,2037.25,72.05390019379844,1545.82,54.6728972868217,2168.28,76.6881976744186
,August,2349.4,83.13436742607853,2037.25,72.08882695104217,1545.82,54.69939893359185,2168.29,76.72572467280659
,September,2349.4,82.77326254826255,2053.9700000000003,72.36477316602317,1545.82,54.46180501930502,2171.36,76.50061776061777
,October,2349.43,83.01470958373667,2053.97,72.57493223620523,1545.82,54.61997095837366,2171.38,76.72349467570184
,November,2349.41,83.58037524366472,2053.97,73.07008284600388,1545.82,54.99262183235868,2171.37,77.24659356725147
,December,2349.41,84.19584192439862,2053.97,73.60815414825724,1545.82,55.397574864997544,2171.37,77.81541973490427
2009,January,2349.35,84.44241752831118,2053.97,73.82560807483998,1545.82,55.561230920728704,2171.33,78.04386509108814
,February,2349.33,84.52493346476096,2053.97,73.89837851158205,1545.82,55.6159980285855,2171.32,78.12043371118777
,March,2349.32,84.90116831683169,2053.97,74.22762871287128,1545.82,55.86379207920792,2171.31,78.46813366336633
,April,2349.28,85.32210945273633,2053.97,74.59692039800994,1545.82,56.14172139303482,2171.29,78.85779601990049
,May,2349.24,83.61507557289127,2053.97,73.10570941004387,1545.82,55.019434422233054,2171.26,77.28034129692834
,June,2349.41,82.53461501443695,2053.97,72.15582771896052,1545.82,54.304552454282955,2171.37,76.28008180943213
,July,2349.51,82.18218974604697,2053.97,71.84466219453762,1545.82,54.07036895064686,2171.44,75.95357930043124
,August,2349.51,82.41913983661702,2053.97,72.05180682364248,1545.82,54.22626621816434,2171.46,76.17327246516099
,September,2349.53,82.22228667305849,2053.97,71.87910354745925,1545.82,54.0962895493768,2171.45,75.99034036433365
,October,2349.53,81.90816141356257,2053.97,71.60449379178606,1545.82,53.889617956064946,2171.45,75.70002387774593
,November,2349.58,81.2887867298578,2053.97,71.0615213270142,1545.82,53.48097630331753,2171.48,75.12703317535545
,December,2349.64,80.33897892271662,2053.97,70.22941920374706,1545.82,52.85473536299766,2171.52,74.24869320843091
2010,January,3319.5,111.60281944444444,2053.97,69.05523212962962,1545.82,51.97104092592592,2813.61,94.59461027777778
,February,3319.81,111.059526172927,2053.97,68.7126477037562,1545.82,51.713211523742025,2813.82,94.13234972360029
,March,3319.86,112.09395678111586,2053.97,69.35160651645207,1545.82,52.1940926037196,2813.85,95.00869924892703
,April,3319.64,113.22035182080924,2053.97,70.0531401083815,1545.82,52.72206752890173,2813.7,95.96465397398843
,May,3319.4,111.8384284082798,2053.97,69.2031020057102,1545.82,52.08232795146324,2813.55,94.79514678800858
,June,3319.75,110.97886632436261,2053.97,68.66398435552408,1545.82,51.676587436260625,2813.78,94.06434655807367
,July,3335.2,111.49535807365439,2053.97,68.66398435552408,1545.8,51.67591883852691,2824.01,94.40633429886687
,August,3335.19,111.33732218528996,2402.08,80.18768192362093,1851.8,61.817903394625176,2935.16,97.98327968882602
,September,3335.3,110.40404340813465,2402.08,79.5128907713885,1851.8,61.2976966339411,2935.24,97.16138409537166
,October,3335.52,109.26200594031923,2402.08,78.68520627342124,1851.8,60.65962206800833,2935.38,96.1545746981263
,November,3335.8,108.07121990391215,2402.08,77.8211271379547,1851.8,59.993490322580655,2935.57,95.10481174330818
,December,3336.07,106.97860883831522,2402.08,77.02811293478261,1851.8,59.38214361413044,2935.74,94.14112447010869
2011,January,3336.34,105.55312132707776,2402.08,75.99556450402146,1851.8,58.58613632707775,2935.92,92.88487383378018
,February,3336.65,104.0977461665565,2402.08,74.94076816920025,1851.8,57.7729777924653,2936.13,91.60221043621942
,March,3336.93,104.59037635458166,2402.08,75.28909843293494,1851.8,58.041510889774244,2936.32,92.03393954847277
,April,3336.86,104.58818232403719,2402.08,75.28909843293494,1851.8,58.041510889774244,2936.27,92.03237238379815
,May,3336.88,103.96748953135314,2402.08,74.8418364620462,1851.8,57.6967098349835,2936.28,91.48595699009901
,June,3337.03,104.17845707010584,2402.08,74.99033216931217,1851.8,57.81118743386244,2936.38,91.67059863756614
,July,3337.01,103.8344647528016,2402.08,74.74316561634807,1851.8,57.620642979564934,2936.37,91.36814311799604
,August,3337.04,104.10991349636483,2402.08,74.94076816920025,1851.8,57.7729777924653,2936.39,91.61032198942496
,September,3337.02,103.83477591298616,2402.08,74.74316561634807,1851.8,57.620642979564934,2936.37,91.36814311799604
,October,3337.04,103.97247466666666,2402.08,74.8418364620462,1851.8,57.6967098349835,2936.39,91.48938427062706
,November,3337.03,103.2226914089122,2402.08,74.30234747051114,1851.8,57.280809567496725,2936.38,90.82958397116646
,December,4420.76,135.15099370466322,2402.08,73.43612839378238,1851.8,56.613028108808294,3653.86,111.70541034974093
2012,January,4420.87,134.8051205490956,2402.08,73.24637095607234,1851.8,56.46674121447028,3653.93,111.41890038113694
,February,4433.61,134.671617007722,2402.08,72.96356643500643,1851.8,56.24872290862291,3662.37,111.24507793436293
,March,4433.64,131.78911141057935,2402.08,71.40137420654911,1851.8,55.04440516372796,3662.39,108.86385086272038
,April,4433.86,130.97089710888608,2402.08,70.95455709637045,1851.8,54.699947058823525,3662.53,108.18673566332915
,May,4433.92,129.11432804441702,2402.08,69.9477990376311,1851.8,53.92382196175201,3662.57,106.65286348550278
,June,4434.06,126.6954807384988,2402.08,68.63521927360775,1851.8,52.911934261501216,3662.67,104.6543656234867
,July,4434.26,125.56111264547093,2402.08,68.01762581883624,1851.8,52.43582207558489,3662.79,103.7160626094781
,August,4434.35,126.3214381713941,2402.08,68.4281123958962,1851.8,52.75227242003621,3662.86,104.34398345202173
,September,4434.29,126.47238119033233,2402.08,68.51080497885197,1851.8,52.8160213897281,3662.82,104.46893804229607
,October,4434.27,126.85505867272727,2402.08,68.71841347878788,1851.8,52.976069939393945,3662.82,104.78551058181819
,November,4434.24,125.25998247755834,2402.08,67.85480684619988,1851.8,52.310302453620594,3662.79,103.46778956912028
,December,4434.37,124.14920943653617,2402.08,67.25111639383155,1851.8,51.84490830367735,3662.87,102.54949739620403
2013,January,4434.47,123.12958082941178,2689.65,74.68208761764706,1883.01,52.28454178235294,3720.67,103.30987412352941
,February,4434.56,122.62714451083774,2750.79,76.06651456942004,1883.01,52.07013534270651,3731.98,103.19897594610428
,March,4434.6,122.55645421545667,3204.39,88.55785782786884,2313.18,63.92800675644027,3881.7,107.27627933255268
,April,4434.6,123.13319047058825,3248.06,90.18716245882352,2313.18,64.2288444352941,3889.75,108.00462897058824
,May,4434.56,120.37063581368602,3248.06,88.16456364577343,2313.18,62.78840456584243,3889.71,105.58135775158136
,June,4434.8,118.60388917847025,3248.06,86.86582219830028,2313.18,61.86347622662889,3889.87,104.03033065722379
,July,4434.96,118.40691,3248.06,86.71842544117646,2313.18,61.75850426470587,3889.98,103.85674544117647
,August,4434.98,118.81064752553915,3248.06,87.01372087400681,2313.18,61.968805641316685,3889.99,104.2106685414302
,September,4434.94,119.07990490329918,3248.06,87.21170431171785,2313.18,62.10980406143344,3889.97,104.44724340728098
,October,4434.9,118.87597086882451,3248.06,87.06313241340148,2313.18,62.00399519591141,3889.95,104.26877333901191
,November,4434.94,118.60763332577902,3459.07,92.50905450991502,2313.18,61.86347622662889,3928.81,105.07173848725212
,December,4448.96,118.9825829348442,3459.07,92.50905450991502,2313.18,61.86347622662889,3938.08,105.31965452691217
2014,January,4448.96,118.31225852394367,3459.07,91.98787673802818,2313.18,61.514949599999994,3938.08,104.72630436056338
,February,4449.01,118.11395895950506,3459.07,91.83266659730033,2313.18,61.4111560967379,3938.12,104.5506627446569
,March,4449.03,118.04809617200674,3459.07,91.78104621135469,2313.18,61.37663605396289,3938.13,104.49215873524452
,April,4449.03,117.71724388452914,3459.07,91.52381233744394,2313.18,61.20461633408071,3938.14,104.1995641367713
,May,4449.06,116.99664578272981,3459.07,90.96294217827298,2313.18,60.82954626183843,3938.16,103.56154121448468
,June,4449.13,115.77303384233738,3459.07,90.0101880981257,2313.18,60.192412094818074,3938.2,102.47786912899669
,July,4449.25,114.63861776746725,3459.07,89.12580852074237,2313.18,59.601001932314404,3938.28,101.47305176855896
,August,4692.33,121.49865770159079,3459.07,89.56581525507406,2313.18,59.895247142073494,4099.21,106.14098169500821
,September,4692.27,121.76427752061572,3459.07,89.76277141836174,2313.18,60.026957416162716,4099.17,106.37334882352943
,October,4734.46,124.84956166480447,3459.07,91.21702860893855,2313.18,60.99946119553072,4127.1,108.83324094972068
,November,4734.27,124.70521585379466,3459.07,91.11522388950894,2313.18,60.93138143973214,4126.98,108.70861436383927
,December,4734.28,124.01343997780245,3459.07,90.60959001664818,2313.18,60.593249467258595,4126.99,108.10560986126526
2015,January,4734.34,121.98419815502184,3459.07,89.12580852074237,2313.18,59.601001932314404,4127.03,106.33635212336245
,February,4734.53,124.92119596981553,3459.07,91.26801632755729,2313.18,61.03355815539407,4127.15,108.89539488541082
,March,4734.26,125.4751683211679,3459.07,91.6779793430657,2313.18,61.30771226277372,4126.97,109.37976693430659
,April,4734.21,125.1926692605042,3459.07,91.4725384929972,2313.18,61.17032803361344,4126.94,109.13386488515404
,May,4734.24,124.28828182424915,3459.07,90.81116863737486,2313.18,60.72805091212457,4126.96,108.34532418242492
,June,4734.32,123.05842894273128,3459.07,89.91105793502203,2313.18,60.12612089207048,4127.01,107.27271642621146
,July,4734.43,122.25344600109409,3459.07,89.32083217177242,2313.18,59.73141987964988,4127.08,106.57032671772427
,August,4734.5,122.86014485981308,3459.07,89.76277141836174,2313.18,60.026957416162716,4127.13,107.09891005497526
,September,4734.45,123.1974880650496,3459.07,90.0101880981257,2313.18,60.192412094818074,4127.1,107.39333037486219
,October,4734.42,122.72313413509062,3459.07,89.66418517847337,2313.18,59.9610299505766,4127.08,106.97998750137286
,November,4734.05,120.98611919328643,3459.07,88.40199307525718,2313.18,59.11696564158094,4126.83,105.4676537574445
,December,4735.62,120.69949830453564,3459.07,88.16332678725703,2313.18,58.957362602591786,4127.87,105.20942095572354
2016,January,4735.78,120.89941770686858,3459.07,88.30637166576528,2313.18,59.05302084369929,4127.98,105.38293128177392
,February,4735.58,121.61783609357997,3459.07,88.83486464091403,2313.18,59.40643935799781,4127.85,106.0102848476605
,March,4735.38,123.01824003302147,3459.07,89.8615746890479,2313.18,60.09303001651073,4127.71,107.23186303247113
,April,4735.26,121.4114490928843,3459.07,88.6901038620315,2313.18,59.30963364475828,4127.63,105.83189510592071
,May,4735.47,118.58270048275861,3459.07,86.6198839310345,2313.18,57.92521779310344,4127.77,103.36505427586208
,June,4735.71,116.12452941818182,3459.07,84.81999023896104,2313.18,56.7215769038961,4127.93,101.22113235844155
,July,4736.07,115.89254132192843,3459.07,84.64410638154484,2313.18,56.603958289269045,4128.18,101.0173564230171
,August,4735.92,118.2176794077208,3459.07,86.34504558963512,2313.18,57.741425457429926,4128.07,103.04457335272342
,September,4735.6,118.58595586206897,3459.07,86.6198839310345,2313.18,57.92521779310344,4127.86,103.36730799999998
,October,4735.58,117.83530982604111,3459.07,86.07194581444386,2313.18,57.55879575118608,4127.85,102.71318057459148
,November,4735.76,117.09904624410686,3459.07,85.53089639078051,2313.18,57.196980377160806,4127.96,102.0702440440021
,December,4735.97,115.95020327282157,3459.07,84.68800892634854,2313.18,56.63331718879667,4128.1,101.067792686722
2017,January,4736.2,114.53014784836066,3459.07,83.64676291495903,2313.18,55.937005911885244,4128.26,99.8290249897541
,February,4736.36,113.95025539245667,3459.07,83.22042875127421,2313.18,55.65190394495413,4128.37,99.32285887359838
,March,4736.43,114.1697861056533,3459.07,83.37952466825905,2313.18,55.758295979012686,4128.41,99.51370265293484
,April,4736.35,113.58288152319986,3459.07,82.95230250941229,2313.18,55.47260018407326,4128.36,99.0026127218464
,May,4736.57,112.53107637442426,3459.07,82.1803267669389,2313.18,54.95635771197105,4128.5,98.08459471976781
,June,4736.68,110.75338990842693,3459.07,80.8802216807009,2313.18,54.086939896377835,4128.57,96.53451847585949
,July,4736.93,111.40857767751706,3459.07,81.35439383460785,2313.18,54.404032508835655,4128.74,97.10446449499396
,August,4736.78,111.9677015713759,3459.07,81.76527461155031,2313.18,54.67880034978937,4128.64,97.59252728977184
,September,4736.72,111.12443154112803,3459.07,81.15049811071158,2313.18,54.26768155016689,4128.6,96.85781048081822
,October,4736.89,110.116488801528,3459.07,80.41154489943855,2313.18,53.77352219830279,4128.71,95.97838423095251
,November,4737.13,108.86044036047716,3459.07,79.4902997041913,2313.18,53.15745893252845,4128.87,94.88247238120196
,December,4737.35,108.24543216550494,3459.07,79.03754779375245,2313.18,52.85469065545139,4129.02,94.34547886899072
2018,January,4737.36,108.33380859127276,3459.07,79.10191061768873,2313.18,52.897731934486785,4129.03,94.42253611454964
,February,4737.21,109.13019251019044,3459.07,79.68592800535009,2313.18,53.28828122686609,4128.93,95.11736354544144
,March,4736.88,109.57202442633314,3459.07,80.01412375496027,2313.18,53.507755202265045,4128.7,95.50379516665012
,April,4736.75,109.47883704589499,3459.07,79.94826850907141,2313.18,53.46371589757183,4128.62,95.42334220814334
,May,4736.72,108.23103706650144,3459.07,79.03754779375247,2313.18,52.8546906554514,4128.6,94.33588213632174
,June,4736.9,106.07735190663732,3459.07,77.46183910567925,2313.18,51.800968752432034,4128.72,92.45786999176079
,July,4737.22,105.74720627074689,3459.07,77.21553755049426,2313.18,51.6362597897852,4128.93,92.16857405555895
,August,4737.21,105.72601590070921,3628.31,80.97736025059102,2313.18,51.62602153191489,4160.08,92.84551122458629
,September,4736.98,106.50379971204347,3628.31,81.57703885876751,2313.18,52.00833852325843,4159.93,93.52970701504357
