<new sheet>
sheet_name: Old Base
,,,,,,,,,,,,,2012 = 100
Period,,Agriculture,,,Industry,,,Services,,,Informal Private Sector ,,
,,NWRI ,RWRI*,RWRI**,NWRI ,RWRI*,RWRI**,NWRI ,RWRI*,RWRI**,NWRI ,RWRI*,RWRI**
Index Numbers,,,,,,,,,,,,,
2006,Jan,44.55547602080365,86.99772094346105,,48.32831374103058,94.36445366551773,,50.764536878201305,99.12135179728993,,48.67117520349578,95.03391494161065,
,Feb,44.7858895538454,86.64762188744949,,50.03903014747696,96.81091538040003,,52.18237746095797,100.95766672199615,,49.99366139389538,96.72314008677513,
,Mar,46.18048133239375,89.37514744578404,,49.355691745815925,95.52027392959859,,51.76008050576335,100.17359485084563,,49.792464861593984,96.36558044214972,
,Apr,45.907227664492495,87.5313809003653,,50.84069983798626,96.93803980678938,,52.893444197709435,100.85201060361405,,50.81476389531089,96.8885877053922,
,May,46.859497376075204,87.8983467358534,,53.06193838994243,99.53279314209955,,53.94453024941183,101.18834579703459,,52.31844562656812,98.13816049834357,
,Jun,47.24506087331468,87.07125863409328,,51.621951044803524,95.13773858120629,,53.51268973608757,98.62231441950874,,51.628068859105895,95.14901353316002,
,Jul,48.591235361731556,89.64750384005369,,52.56649672846162,96.9815890096564,,53.66876283943053,99.0151945494256,,52.31460989503067,96.51687504016871,
,Aug,48.99012713805314,90.05709418112733,,52.89947627592094,97.24353447150989,,54.20495386286181,99.64335510612841,,52.7444857780576,96.95862004734592,
,Sep,49.95459362005217,90.71425806384383,,52.488638624670635,95.31591720740015,,54.384107657821545,98.75796436592725,,52.82741686523915,95.93111622143059,
,Oct,49.23209475219277,88.27671346917546,,52.42719267263046,94.00575557165219,,54.56944244132983,97.84696464396083,,52.75065970399324,94.58575539875818,
,Nov,50.93817173949273,89.82154212138832,,53.862889014303214,94.97882607802603,,55.16181944896324,97.2692878430507,,53.88184009924408,95.01224336836317,
,Dec,50.70340844741605,88.13692411019267,,53.73098565700799,93.39971315989318,,55.534133182435966,96.53409566936382,,53.94255653587005,93.76748343540692,
2007,Jan,51.0142603895159,87.57602160815907,,53.05755587214184,91.08374058657786,,56.51659490902622,97.0218621064168,,54.13894093768129,92.94015095386187,
,Feb,51.16950789360346,85.9491636731557,,53.99556737915137,90.69608150122015,,56.559009802311344,95.00188277749996,,54.561575705727996,91.64680282538176,
,Mar,51.07513385654821,85.87527137533411,,54.5773102550584,91.7636621815345,,56.33937425721606,94.72631177127407,,54.686520523434424,91.9472830695405,
,Apr,52.25373227133697,87.16521715328687,,53.84920472036131,89.82664814464933,,56.979197603531716,95.04783517743563,,54.873200803729304,91.53479102920741,
,May,52.843631829792415,87.58426634777061,,55.06313533750398,91.262923163134,,58.998186152663834,97.78496804825988,,56.312171214473814,93.33310432098493,
,Jun,54.2527393614933,88.07745065776014,,55.642580769607974,90.3338102349176,,59.14032747314489,96.01228133738833,,56.857425583232036,92.306068878225,
,Jul,55.673585485679276,88.9818374071139,,58.17134987598911,92.97395795981296,,60.46651320953129,96.64226580789565,,58.68395962759123,93.79325057717266,
,Aug,55.77946383865152,88.0301623591576,,58.4786203342282,92.28992335696309,,60.33148774696464,95.21408590619431,,58.769936935947484,92.74967406058131,
,Sep,56.50877892718539,88.34900388028642,,58.19999653448822,90.99314862711485,,61.95336300929439,96.86137291973459,,59.46777076599488,92.97525817938522,
,Oct,57.905341877672825,87.86282815341345,,60.309908611398676,91.5114040335989,,62.53671201745793,94.8902502445641,,60.81062470025794,92.27116695429851,
,Nov,57.644253884902255,85.18285988853702,,60.45499544543207,89.3363875759898,,63.452158071391,93.76539596492634,,61.20531777035865,90.44516420449956,
,Dec,58.6926922933531,85.90429684072538,,60.974995950957066,89.24474150636713,,64.13235233703155,93.8659382793088,,61.88720201822353,90.57987229898276,
2008,Jan,61.229516568143275,86.98002681401658,,64.01649554192382,90.93908968853312,,66.24671030894275,94.10723719498019,,64.4500196411968,91.5549354422281,
,Feb,60.62871464389048,83.73267993576157,,65.53621617088439,90.51029772062829,,67.57508507183249,93.32612448055232,,65.50913181256213,90.47289224502184,
,Mar,62.13520875807062,84.53978385463556,,67.11264272902696,91.31196987389816,,68.13724261674241,92.70601770565503,,66.64841312691003,90.68034939645361,
,Apr,62.849623684505474,83.9226801320339,,68.5710801943092,91.56250255916449,,69.05753513183801,92.21206256808055,,67.74806319041403,90.46353348485724,
,May,63.5210232401634,83.67374437124569,,69.69080780166323,91.80095879398469,,69.30487195637758,91.29258069150926,,68.42213975626075,90.12979229967898,
,Jun,65.5462499897376,82.89813324054344,,71.21875296854206,90.07230274403047,,71.3128290913721,90.1912833869557,,70.24026130355804,88.83477760061942,
,Jul,66.43692837777321,83.8553332249089,,70.0836524282774,88.45815379324547,,71.49258022503807,90.23647366401676,,70.0190940447441,88.37666952093139,
,Aug,67.31859964075129,85.1064678841072,,72.55196677433673,91.72266896756842,,71.32493299344455,90.1714110444461,,71.09922637286405,89.88606504262529,
,Sep,67.24993689766241,84.87371667817096,,72.63957997512125,91.67579056336756,,72.42768357296363,91.40836376668197,,71.58375749510706,90.3432751415682,
,Oct,68.73973003105745,87.01874638481546,,73.61060979905926,93.18487259757734,,72.1791314805706,91.37274082610185,,72.13732891062806,91.31982227040749,
,Nov,67.92297101608521,86.5275170297997,,73.25652238640893,93.3219630047219,,73.07587194009315,93.0918312196101,,72.22384528686177,92.0064288933505,
,Dec,67.93501648068498,87.34542678080106,,73.87103691445014,94.97748849251327,,73.60871660584675,94.64021795818215,,72.69606384599906,93.46680181815314,
