<new sheet>
sheet_name: HS codes Export Classification
No.,Major Category,Minor Category,HSCO 
842,Agricultural exports,Sea Food,03079109
843,Agricultural exports,Sea Food,03079110
844,Agricultural exports,Sea Food,03079190
845,Agricultural exports,Sea Food,03079901
846,Agricultural exports,Sea Food,03079909
847,Agricultural exports,Sea Food,03079910
848,Agricultural exports,Sea Food,03079990
849,Agricultural exports,Spices,090411
850,Agricultural exports,Spices,090421
851,Agricultural exports,Spices,090422
852,Agricultural exports,Spices,090500
853,Agricultural exports,Spices,090520
854,Agricultural exports,Spices,090619
855,Agricultural exports,Spices,090710
856,Agricultural exports,Spices,090720
857,Agricultural exports,Spices,090810
858,Agricultural exports,Spices,090820
859,Agricultural exports,Spices,090821
860,Agricultural exports,Spices,090822
861,Agricultural exports,Spices,090830
862,Agricultural exports,Spices,090831
863,Agricultural exports,Spices,090832
864,Agricultural exports,Spices,090910
865,Agricultural exports,Spices,090912
866,Agricultural exports,Spices,090920
867,Agricultural exports,Spices,090921
868,Agricultural exports,Spices,090922
869,Agricultural exports,Spices,090930
870,Agricultural exports,Spices,090931
871,Agricultural exports,Spices,090932
872,Agricultural exports,Spices,090940
873,Agricultural exports,Spices,090950
874,Agricultural exports,Spices,090962
875,Agricultural exports,Spices,091012
876,Agricultural exports,Spices,091050
877,Agricultural exports,Spices,09041110
878,Agricultural exports,Spices,09041111
879,Agricultural exports,Spices,09041119
880,Agricultural exports,Spices,09041120
881,Agricultural exports,Spices,09041130
882,Agricultural exports,Spices,09041190
883,Agricultural exports,Spices,09041201
884,Agricultural exports,Spices,09041202
885,Agricultural exports,Spices,09041210
886,Agricultural exports,Spices,09041220
887,Agricultural exports,Spices,09042001
888,Agricultural exports,Spices,09042009
889,Agricultural exports,Spices,09042010
890,Agricultural exports,Spices,09042011
891,Agricultural exports,Spices,09042012
892,Agricultural exports,Spices,09042090
893,Agricultural exports,Spices,09042110
894,Agricultural exports,Spices,09042190
895,Agricultural exports,Spices,09042210
896,Agricultural exports,Spices,09042290
897,Agricultural exports,Spices,09050010
898,Agricultural exports,Spices,09050090
899,Agricultural exports,Spices,09051010
900,Agricultural exports,Spices,09051090
901,Agricultural exports,Spices,09061001
902,Agricultural exports,Spices,09061002
903,Agricultural exports,Spices,09061003
904,Agricultural exports,Spices,09061004
905,Agricultural exports,Spices,09061005
906,Agricultural exports,Spices,09061009
907,Agricultural exports,Spices,09061010
908,Agricultural exports,Spices,09061020
909,Agricultural exports,Spices,09061030
910,Agricultural exports,Spices,09061040
911,Agricultural exports,Spices,09061050
912,Agricultural exports,Spices,09061060
913,Agricultural exports,Spices,09061090
914,Agricultural exports,Spices,09061101
915,Agricultural exports,Spices,09061102
916,Agricultural exports,Spices,09061103
917,Agricultural exports,Spices,09061104
918,Agricultural exports,Spices,09061105
919,Agricultural exports,Spices,09061109
920,Agricultural exports,Spices,09061110
921,Agricultural exports,Spices,09061111
922,Agricultural exports,Spices,09061112
923,Agricultural exports,Spices,09061113
924,Agricultural exports,Spices,09061114
925,Agricultural exports,Spices,09061115
926,Agricultural exports,Spices,09061119
927,Agricultural exports,Spices,09061120
928,Agricultural exports,Spices,09061130
929,Agricultural exports,Spices,09061140
930,Agricultural exports,Spices,09061150
931,Agricultural exports,Spices,09061190
932,Agricultural exports,Spices,09061191
933,Agricultural exports,Spices,09061192
934,Agricultural exports,Spices,09061193
935,Agricultural exports,Spices,09061194
936,Agricultural exports,Spices,09061195
937,Agricultural exports,Spices,09061199
938,Agricultural exports,Spices,09062001
939,Agricultural exports,Spices,09062002
940,Agricultural exports,Spices,09062004
941,Agricultural exports,Spices,09062009
942,Agricultural exports,Spices,09062010
943,Agricultural exports,Spices,09062020
944,Agricultural exports,Spices,09062030
945,Agricultural exports,Spices,09062040
946,Agricultural exports,Spices,09062090
947,Agricultural exports,Spices,09070001
948,Agricultural exports,Spices,09070002
949,Agricultural exports,Spices,09070003
950,Agricultural exports,Spices,09070010
951,Agricultural exports,Spices,09070020
952,Agricultural exports,Spices,09070030
953,Agricultural exports,Spices,09071011
954,Agricultural exports,Spices,09071012
955,Agricultural exports,Spices,09071013
956,Agricultural exports,Spices,09071091
957,Agricultural exports,Spices,09071092
958,Agricultural exports,Spices,09071093
959,Agricultural exports,Spices,09081010
960,Agricultural exports,Spices,09081090
961,Agricultural exports,Spices,09081111
962,Agricultural exports,Spices,09081119
963,Agricultural exports,Spices,09081191
964,Agricultural exports,Spices,09081199
965,Agricultural exports,Spices,09081210
966,Agricultural exports,Spices,09081290
967,Agricultural exports,Spices,09091110
968,Agricultural exports,Spices,09091190
969,Agricultural exports,Spices,09092010
970,Agricultural exports,Spices,09092020
971,Agricultural exports,Spices,09096110
972,Agricultural exports,Spices,09096120
973,Agricultural exports,Spices,09096130
974,Agricultural exports,Spices,09096190
975,Agricultural exports,Spices,09096210
976,Agricultural exports,Spices,09096290
977,Agricultural exports,Spices,09101001
978,Agricultural exports,Spices,09101002
979,Agricultural exports,Spices,09101009
980,Agricultural exports,Spices,09101010
981,Agricultural exports,Spices,09101020
982,Agricultural exports,Spices,09101090
983,Agricultural exports,Spices,09101110
984,Agricultural exports,Spices,09101190
985,Agricultural exports,Spices,09102001
986,Agricultural exports,Spices,09102009
987,Agricultural exports,Spices,09102010
988,Agricultural exports,Spices,09102090
989,Agricultural exports,Spices,09103001
990,Agricultural exports,Spices,09103009
991,Agricultural exports,Spices,09103010
992,Agricultural exports,Spices,09103090
993,Agricultural exports,Spices,09104001
994,Agricultural exports,Spices,09104009
995,Agricultural exports,Spices,09104010
996,Agricultural exports,Spices,09104090
997,Agricultural exports,Spices,09109101
998,Agricultural exports,Spices,09109109
999,Agricultural exports,Spices,09109110
1000,Agricultural exports,Spices,09109190
1001,Agricultural exports,Spices,09109901
1002,Agricultural exports,Spices,09109902
1003,Agricultural exports,Spices,09109903
1004,Agricultural exports,Spices,09109904
1005,Agricultural exports,Spices,09109905
1006,Agricultural exports,Spices,09109909
1007,Agricultural exports,Spices,09109910
1008,Agricultural exports,Spices,09109920
1009,Agricultural exports,Spices,09109930
1010,Agricultural exports,Spices,09109931
1011,Agricultural exports,Spices,09109939
1012,Agricultural exports,Spices,09109940
1013,Agricultural exports,Spices,09109950
1014,Agricultural exports,Spices,09109990
1015,Agricultural exports,Spices,09109991
1016,Agricultural exports,Spices,09109999
1017,Agricultural exports,Spices,33019003
1018,Agricultural exports,Spices,33019004
1019,Agricultural exports,Spices,33019005
1020,Agricultural exports,Spices,33019009
1021,Agricultural exports,Spices,33019010
1022,Agricultural exports,Spices,33019011
1023,Agricultural exports,Spices,33019012
1024,Agricultural exports,Spices,33019013
1025,Agricultural exports,Spices,33019014
1026,Agricultural exports,Spices,33019019
1027,Agricultural exports,Spices,33019030
1028,Agricultural exports,Spices,33019040
1029,Agricultural exports,Spices,33019050
1030,Agricultural exports,Spices,33019091
1031,Agricultural exports,Spices,33019092
1032,Agricultural exports,Spices,33019093
1033,Agricultural exports,Spices,33019094
1034,Agricultural exports,Spices,33019095
1035,Agricultural exports,Spices,33019096
1036,Agricultural exports,Spices,33019099
1037,Agricultural exports,Tea,090220
1038,Agricultural exports,Tea,09021001
1039,Agricultural exports,Tea,09021002
1040,Agricultural exports,Tea,09021003
1041,Agricultural exports,Tea,09021009
1042,Agricultural exports,Tea,09021010
1043,Agricultural exports,Tea,09021011
1044,Agricultural exports,Tea,09021012
1045,Agricultural exports,Tea,09021013
1046,Agricultural exports,Tea,09021019
1047,Agricultural exports,Tea,09021020
1048,Agricultural exports,Tea,09021021
1049,Agricultural exports,Tea,09021022
1050,Agricultural exports,Tea,09021023
1051,Agricultural exports,Tea,09021029
1052,Agricultural exports,Tea,09021030
1053,Agricultural exports,Tea,09021031
1054,Agricultural exports,Tea,09021032
1055,Agricultural exports,Tea,09021033
1056,Agricultural exports,Tea,09021039
1057,Agricultural exports,Tea,09021090
1058,Agricultural exports,Tea,09022011
1059,Agricultural exports,Tea,09022012
1060,Agricultural exports,Tea,09022013
1061,Agricultural exports,Tea,09022019
1062,Agricultural exports,Tea,09022021
1063,Agricultural exports,Tea,09022022
1064,Agricultural exports,Tea,09022023
1065,Agricultural exports,Tea,09022029
1066,Agricultural exports,Tea,09022091
1067,Agricultural exports,Tea,09022092
1068,Agricultural exports,Tea,09022093
1069,Agricultural exports,Tea,09022099
1070,Agricultural exports,Tea,09022330
1071,Agricultural exports,Tea,09023001
1072,Agricultural exports,Tea,09023002
1073,Agricultural exports,Tea,09023003
1074,Agricultural exports,Tea,09023004
1075,Agricultural exports,Tea,09023005
1076,Agricultural exports,Tea,09023006
1077,Agricultural exports,Tea,09023009
1078,Agricultural exports,Tea,09023010
1079,Agricultural exports,Tea,09023011
1080,Agricultural exports,Tea,09023012
1081,Agricultural exports,Tea,09023013
1082,Agricultural exports,Tea,09023019
1083,Agricultural exports,Tea,09023020
1084,Agricultural exports,Tea,09023021
1085,Agricultural exports,Tea,09023022
1086,Agricultural exports,Tea,09023023
1087,Agricultural exports,Tea,09023029
1088,Agricultural exports,Tea,09023030
1089,Agricultural exports,Tea,09023031
1090,Agricultural exports,Tea,09023032
1091,Agricultural exports,Tea,09023033
1092,Agricultural exports,Tea,09023039
1093,Agricultural exports,Tea,09023040
1094,Agricultural exports,Tea,09023050
1095,Agricultural exports,Tea,09023060
1096,Agricultural exports,Tea,09023090
1097,Agricultural exports,Tea,09024001
1098,Agricultural exports,Tea,09024002
1099,Agricultural exports,Tea,09024003
1100,Agricultural exports,Tea,09024009
1101,Agricultural exports,Tea,09024010
1102,Agricultural exports,Tea,09024011
1103,Agricultural exports,Tea,09024012
1104,Agricultural exports,Tea,09024013
1105,Agricultural exports,Tea,09024019
1106,Agricultural exports,Tea,09024020
1107,Agricultural exports,Tea,09024021
1108,Agricultural exports,Tea,09024022
1109,Agricultural exports,Tea,09024023
1110,Agricultural exports,Tea,09024029
1111,Agricultural exports,Tea,09024030
1112,Agricultural exports,Tea,09024090
1113,Agricultural exports,Tea,09024091
1114,Agricultural exports,Tea,09024092
1115,Agricultural exports,Tea,09024093
1116,Agricultural exports,Tea,09024099
1117,Agricultural exports,Tea,21012001
1118,Agricultural exports,Tea,21012010
1119,Agricultural exports,Tea,21012011
1120,Agricultural exports,Tea,21012012
1121,Agricultural exports,Tea,21012013
1122,Agricultural exports,Tea,21012019
1123,Agricultural exports,Tea,21012091
1124,Agricultural exports,Tea,21012092
1125,Agricultural exports,Tea,21012093
1126,Agricultural exports,Tea,21012099
1127,Agricultural exports,Unmanufactured tobacco,240110
1128,Agricultural exports,Unmanufactured tobacco,240120
1129,Agricultural exports,Unmanufactured tobacco,240130
1130,Agricultural exports,Unmanufactured tobacco,24011090
1131,Agricultural exports,Vegetables,070110
1132,Agricultural exports,Vegetables,070190
1133,Agricultural exports,Vegetables,070200
1134,Agricultural exports,Vegetables,070320
1135,Agricultural exports,Vegetables,070390
1136,Agricultural exports,Vegetables,070410
1137,Agricultural exports,Vegetables,070420
1138,Agricultural exports,Vegetables,070490
1139,Agricultural exports,Vegetables,070511
1140,Agricultural exports,Vegetables,070519
1141,Agricultural exports,Vegetables,070529
1142,Agricultural exports,Vegetables,070610
1143,Agricultural exports,Vegetables,070690
1144,Agricultural exports,Vegetables,070810
1145,Agricultural exports,Vegetables,070820
1146,Agricultural exports,Vegetables,070890
1147,Agricultural exports,Vegetables,070910
1148,Agricultural exports,Vegetables,070920
1149,Agricultural exports,Vegetables,070930
1150,Agricultural exports,Vegetables,070940
1151,Agricultural exports,Vegetables,070951
1152,Agricultural exports,Vegetables,070959
1153,Agricultural exports,Vegetables,070960
1154,Agricultural exports,Vegetables,070970
1155,Agricultural exports,Vegetables,070990
1156,Agricultural exports,Vegetables,070991
1157,Agricultural exports,Vegetables,070992
1158,Agricultural exports,Vegetables,070993
1159,Agricultural exports,Vegetables,070999
1160,Agricultural exports,Vegetables,071010
1161,Agricultural exports,Vegetables,071021
1162,Agricultural exports,Vegetables,071022
1163,Agricultural exports,Vegetables,071029
1164,Agricultural exports,Vegetables,071080
1165,Agricultural exports,Vegetables,071090
1166,Agricultural exports,Vegetables,071110
1167,Agricultural exports,Vegetables,071120
1168,Agricultural exports,Vegetables,071130
1169,Agricultural exports,Vegetables,071151
1170,Agricultural exports,Vegetables,071159
1171,Agricultural exports,Vegetables,071220
1172,Agricultural exports,Vegetables,071230
1173,Agricultural exports,Vegetables,071231
1174,Agricultural exports,Vegetables,071233
1175,Agricultural exports,Vegetables,071239
1176,Agricultural exports,Vegetables,071310
1177,Agricultural exports,Vegetables,071320
1178,Agricultural exports,Vegetables,071331
1179,Agricultural exports,Vegetables,071332
1180,Agricultural exports,Vegetables,071333
1181,Agricultural exports,Vegetables,071335
1182,Agricultural exports,Vegetables,071339
1183,Agricultural exports,Vegetables,071340
1184,Agricultural exports,Vegetables,071350
1185,Agricultural exports,Vegetables,071390
1186,Agricultural exports,Vegetables,071410
1187,Agricultural exports,Vegetables,071420
1188,Agricultural exports,Vegetables,071430
1189,Agricultural exports,Vegetables,071440
1190,Agricultural exports,Vegetables,071450
1191,Agricultural exports,Vegetables,071490
1192,Agricultural exports,Vegetables,200540
1193,Agricultural exports,Vegetables,07031001
1194,Agricultural exports,Vegetables,07031002
1195,Agricultural exports,Vegetables,07031003
1196,Agricultural exports,Vegetables,07031009
1197,Agricultural exports,Vegetables,07031010
1198,Agricultural exports,Vegetables,07031020
1199,Agricultural exports,Vegetables,07031030
1200,Agricultural exports,Vegetables,07031090
1201,Agricultural exports,Vegetables,07070001
1202,Agricultural exports,Vegetables,07070002
1203,Agricultural exports,Vegetables,07070010
1204,Agricultural exports,Vegetables,07070020
1205,Agricultural exports,Vegetables,07095901
1206,Agricultural exports,Vegetables,07095909
1207,Agricultural exports,Vegetables,07095910
1208,Agricultural exports,Vegetables,07095990
1209,Agricultural exports,Vegetables,07099001
1210,Agricultural exports,Vegetables,07099009
1211,Agricultural exports,Vegetables,07099010
1212,Agricultural exports,Vegetables,07099090
1213,Agricultural exports,Vegetables,07099911
1214,Agricultural exports,Vegetables,07099912
1215,Agricultural exports,Vegetables,07099920
1216,Agricultural exports,Vegetables,07101001
1217,Agricultural exports,Vegetables,07101009
1218,Agricultural exports,Vegetables,07101010
1219,Agricultural exports,Vegetables,07101020
1220,Agricultural exports,Vegetables,07102101
1221,Agricultural exports,Vegetables,07102109
1222,Agricultural exports,Vegetables,07102110
1223,Agricultural exports,Vegetables,07102120
1224,Agricultural exports,Vegetables,07102201
1225,Agricultural exports,Vegetables,07102210
1226,Agricultural exports,Vegetables,07102220
1227,Agricultural exports,Vegetables,07102901
1228,Agricultural exports,Vegetables,07102909
1229,Agricultural exports,Vegetables,07102910
1230,Agricultural exports,Vegetables,07102920
1231,Agricultural exports,Vegetables,07103001
1232,Agricultural exports,Vegetables,07103010
1233,Agricultural exports,Vegetables,07103020
1234,Agricultural exports,Vegetables,07104001
1235,Agricultural exports,Vegetables,07104009
1236,Agricultural exports,Vegetables,07104010
1237,Agricultural exports,Vegetables,07104020
1238,Agricultural exports,Vegetables,07108001
1239,Agricultural exports,Vegetables,07108009
1240,Agricultural exports,Vegetables,07108010
1241,Agricultural exports,Vegetables,07108020
1242,Agricultural exports,Vegetables,07109001
1243,Agricultural exports,Vegetables,07109009
1244,Agricultural exports,Vegetables,07109010
1245,Agricultural exports,Vegetables,07109020
1246,Agricultural exports,Vegetables,07114001
1247,Agricultural exports,Vegetables,07114002
1248,Agricultural exports,Vegetables,07114010
1249,Agricultural exports,Vegetables,07114090
1250,Agricultural exports,Vegetables,07119001
1251,Agricultural exports,Vegetables,07119002
1252,Agricultural exports,Vegetables,07119009
1253,Agricultural exports,Vegetables,07119010
1254,Agricultural exports,Vegetables,07119020
1255,Agricultural exports,Vegetables,07119030
1256,Agricultural exports,Vegetables,07119090
1257,Agricultural exports,Vegetables,07129001
1258,Agricultural exports,Vegetables,07129009
1259,Agricultural exports,Vegetables,07129010
1260,Agricultural exports,Vegetables,07129090
1261,Agricultural exports,Vegetables,07131010
1262,Agricultural exports,Vegetables,07131020
1263,Agricultural exports,Vegetables,07132010
1264,Agricultural exports,Vegetables,07132020
1265,Agricultural exports,Vegetables,07133101
1266,Agricultural exports,Vegetables,07133109
1267,Agricultural exports,Vegetables,07133110
1268,Agricultural exports,Vegetables,07133111
1269,Agricultural exports,Vegetables,07133119
1270,Agricultural exports,Vegetables,07133121
1271,Agricultural exports,Vegetables,07133129
1272,Agricultural exports,Vegetables,07133190
1273,Agricultural exports,Vegetables,07133210
1274,Agricultural exports,Vegetables,07133290
1275,Agricultural exports,Vegetables,07133310
1276,Agricultural exports,Vegetables,07133390
1277,Agricultural exports,Vegetables,07133490
1278,Agricultural exports,Vegetables,07133510
1279,Agricultural exports,Vegetables,07133590
1280,Agricultural exports,Vegetables,07133902
1281,Agricultural exports,Vegetables,07133903
1282,Agricultural exports,Vegetables,07133909
1283,Agricultural exports,Vegetables,07133910
1284,Agricultural exports,Vegetables,07133920
1285,Agricultural exports,Vegetables,07133930
1286,Agricultural exports,Vegetables,07133990
1287,Agricultural exports,Vegetables,07134001
1288,Agricultural exports,Vegetables,07134002
1289,Agricultural exports,Vegetables,07134009
1290,Agricultural exports,Vegetables,07134010
1291,Agricultural exports,Vegetables,07134011
1292,Agricultural exports,Vegetables,07134021
1293,Agricultural exports,Vegetables,07134090
1294,Agricultural exports,Vegetables,07136010
1295,Agricultural exports,Vegetables,07136090
1296,Industrial exports,Animal fodder,230110
1297,Industrial exports,Animal fodder,230120
1298,Industrial exports,Animal fodder,230210
1299,Industrial exports,Animal fodder,230220
1300,Industrial exports,Animal fodder,230230
1301,Industrial exports,Animal fodder,230240
1302,Industrial exports,Animal fodder,230250
1303,Industrial exports,Animal fodder,230310
1304,Industrial exports,Animal fodder,230320
1305,Industrial exports,Animal fodder,230330
1306,Industrial exports,Animal fodder,230400
1307,Industrial exports,Animal fodder,230500
1308,Industrial exports,Animal fodder,230610
1309,Industrial exports,Animal fodder,230620
1310,Industrial exports,Animal fodder,230649
1311,Industrial exports,Animal fodder,230660
1312,Industrial exports,Animal fodder,230670
1313,Industrial exports,Animal fodder,230690
1314,Industrial exports,Animal fodder,230800
1315,Industrial exports,Animal fodder,230910
1316,Industrial exports,Animal fodder,230990
1317,Industrial exports,Animal fodder,23024001
1318,Industrial exports,Animal fodder,23024009
1319,Industrial exports,Animal fodder,23024010
1320,Industrial exports,Animal fodder,23024090
1321,Industrial exports,Animal fodder,23065001
1322,Industrial exports,Animal fodder,23065002
1323,Industrial exports,Animal fodder,23065009
1324,Industrial exports,Animal fodder,23065010
1325,Industrial exports,Animal fodder,23065020
1326,Industrial exports,Animal fodder,23065090
1327,Industrial exports,Animal fodder,23099001
1328,Industrial exports,Animal fodder,23099002
1329,Industrial exports,Animal fodder,23099003
1330,Industrial exports,Animal fodder,23099009
1331,Industrial exports,Animal fodder,23099010
1332,Industrial exports,Animal fodder,23099020
1333,Industrial exports,Animal fodder,23099030
1334,Industrial exports,Animal fodder,23099090
1335,Industrial exports,Base metals and articles,720110
1336,Industrial exports,Base metals and articles,720120
1337,Industrial exports,Base metals and articles,720150
1338,Industrial exports,Base metals and articles,720219
1339,Industrial exports,Base metals and articles,720221
1340,Industrial exports,Base metals and articles,720229
1341,Industrial exports,Base metals and articles,720249
1342,Industrial exports,Base metals and articles,720280
1343,Industrial exports,Base metals and articles,720291
1344,Industrial exports,Base metals and articles,720292
1345,Industrial exports,Base metals and articles,720299
1346,Industrial exports,Base metals and articles,720390
1347,Industrial exports,Base metals and articles,720410
1348,Industrial exports,Base metals and articles,720421
1349,Industrial exports,Base metals and articles,720429
1350,Industrial exports,Base metals and articles,720430
1351,Industrial exports,Base metals and articles,720441
1352,Industrial exports,Base metals and articles,720449
1353,Industrial exports,Base metals and articles,720450
1354,Industrial exports,Base metals and articles,720510
1355,Industrial exports,Base metals and articles,720521
1356,Industrial exports,Base metals and articles,720529
1357,Industrial exports,Base metals and articles,720610
1358,Industrial exports,Base metals and articles,720690
1359,Industrial exports,Base metals and articles,720711
1360,Industrial exports,Base metals and articles,720719
1361,Industrial exports,Base metals and articles,720810
1362,Industrial exports,Base metals and articles,720825
1363,Industrial exports,Base metals and articles,720826
1364,Industrial exports,Base metals and articles,720827
1365,Industrial exports,Base metals and articles,720836
1366,Industrial exports,Base metals and articles,720837
1367,Industrial exports,Base metals and articles,720839
1368,Industrial exports,Base metals and articles,720840
1369,Industrial exports,Base metals and articles,720851
1370,Industrial exports,Base metals and articles,720852
1371,Industrial exports,Base metals and articles,720853
1372,Industrial exports,Base metals and articles,720854
1373,Industrial exports,Base metals and articles,720890
1374,Industrial exports,Base metals and articles,720915
1375,Industrial exports,Base metals and articles,720916
1376,Industrial exports,Base metals and articles,720917
1377,Industrial exports,Base metals and articles,720918
1378,Industrial exports,Base metals and articles,720925
1379,Industrial exports,Base metals and articles,720926
1380,Industrial exports,Base metals and articles,720927
1381,Industrial exports,Base metals and articles,720928
1382,Industrial exports,Base metals and articles,720990
1383,Industrial exports,Base metals and articles,721011
1384,Industrial exports,Base metals and articles,721020
1385,Industrial exports,Base metals and articles,721030
1386,Industrial exports,Base metals and articles,721041
1387,Industrial exports,Base metals and articles,721050
1388,Industrial exports,Base metals and articles,721061
1389,Industrial exports,Base metals and articles,721069
1390,Industrial exports,Base metals and articles,721070
1391,Industrial exports,Base metals and articles,721090
1392,Industrial exports,Base metals and articles,721113
1393,Industrial exports,Base metals and articles,721114
1394,Industrial exports,Base metals and articles,721119
1395,Industrial exports,Base metals and articles,721129
1396,Industrial exports,Base metals and articles,721190
1397,Industrial exports,Base metals and articles,721230
1398,Industrial exports,Base metals and articles,721240
1399,Industrial exports,Base metals and articles,721250
1400,Industrial exports,Base metals and articles,721320
1401,Industrial exports,Base metals and articles,721391
1402,Industrial exports,Base metals and articles,721399
1403,Industrial exports,Base metals and articles,721430
1404,Industrial exports,Base metals and articles,721499
1405,Industrial exports,Base metals and articles,721510
1406,Industrial exports,Base metals and articles,721550
1407,Industrial exports,Base metals and articles,721590
1408,Industrial exports,Base metals and articles,721610
1409,Industrial exports,Base metals and articles,721621
1410,Industrial exports,Base metals and articles,721622
1411,Industrial exports,Base metals and articles,721631
1412,Industrial exports,Base metals and articles,721632
1413,Industrial exports,Base metals and articles,721633
1414,Industrial exports,Base metals and articles,721640
1415,Industrial exports,Base metals and articles,721650
1416,Industrial exports,Base metals and articles,721661
1417,Industrial exports,Base metals and articles,721669
1418,Industrial exports,Base metals and articles,721691
1419,Industrial exports,Base metals and articles,721699
1420,Industrial exports,Base metals and articles,721710
1421,Industrial exports,Base metals and articles,721720
1422,Industrial exports,Base metals and articles,721730
1423,Industrial exports,Base metals and articles,721790
1424,Industrial exports,Base metals and articles,721810
1425,Industrial exports,Base metals and articles,721891
1426,Industrial exports,Base metals and articles,721899
1427,Industrial exports,Base metals and articles,721911
1428,Industrial exports,Base metals and articles,721912
1429,Industrial exports,Base metals and articles,721913
1430,Industrial exports,Base metals and articles,721914
1431,Industrial exports,Base metals and articles,721921
1432,Industrial exports,Base metals and articles,721922
1433,Industrial exports,Base metals and articles,721924
1434,Industrial exports,Base metals and articles,721931
1435,Industrial exports,Base metals and articles,721933
1436,Industrial exports,Base metals and articles,721934
1437,Industrial exports,Base metals and articles,721935
1438,Industrial exports,Base metals and articles,721990
1439,Industrial exports,Base metals and articles,722011
1440,Industrial exports,Base metals and articles,722012
1441,Industrial exports,Base metals and articles,722090
1442,Industrial exports,Base metals and articles,722100
1443,Industrial exports,Base metals and articles,722211
1444,Industrial exports,Base metals and articles,722219
1445,Industrial exports,Base metals and articles,722220
1446,Industrial exports,Base metals and articles,722230
1447,Industrial exports,Base metals and articles,722240
1448,Industrial exports,Base metals and articles,722300
1449,Industrial exports,Base metals and articles,722490
1450,Industrial exports,Base metals and articles,722511
1451,Industrial exports,Base metals and articles,722519
1452,Industrial exports,Base metals and articles,722530
1453,Industrial exports,Base metals and articles,722540
1454,Industrial exports,Base metals and articles,722591
1455,Industrial exports,Base metals and articles,722599
1456,Industrial exports,Base metals and articles,722611
1457,Industrial exports,Base metals and articles,722619
1458,Industrial exports,Base metals and articles,722691
1459,Industrial exports,Base metals and articles,722692
1460,Industrial exports,Base metals and articles,722694
1461,Industrial exports,Base metals and articles,722699
1462,Industrial exports,Base metals and articles,722710
1463,Industrial exports,Base metals and articles,722790
1464,Industrial exports,Base metals and articles,722810
1465,Industrial exports,Base metals and articles,722820
1466,Industrial exports,Base metals and articles,722830
1467,Industrial exports,Base metals and articles,722840
1468,Industrial exports,Base metals and articles,722850
1469,Industrial exports,Base metals and articles,722860
1470,Industrial exports,Base metals and articles,722870
1471,Industrial exports,Base metals and articles,722880
1472,Industrial exports,Base metals and articles,722910
1473,Industrial exports,Base metals and articles,722990
1474,Industrial exports,Base metals and articles,730110
1475,Industrial exports,Base metals and articles,730120
1476,Industrial exports,Base metals and articles,730210
1477,Industrial exports,Base metals and articles,730230
1478,Industrial exports,Base metals and articles,730240
1479,Industrial exports,Base metals and articles,730290
1480,Industrial exports,Base metals and articles,730300
1481,Industrial exports,Base metals and articles,730410
1482,Industrial exports,Base metals and articles,730411
1483,Industrial exports,Base metals and articles,730419
1484,Industrial exports,Base metals and articles,730421
1485,Industrial exports,Base metals and articles,730422
1486,Industrial exports,Base metals and articles,730423
1487,Industrial exports,Base metals and articles,730630
1488,Industrial exports,Base metals and articles,730711
1489,Industrial exports,Base metals and articles,730719
1490,Industrial exports,Base metals and articles,730721
1491,Industrial exports,Base metals and articles,730722
1492,Industrial exports,Base metals and articles,730723
1493,Industrial exports,Base metals and articles,730729
1494,Industrial exports,Base metals and articles,730791
1495,Industrial exports,Base metals and articles,730792
1496,Industrial exports,Base metals and articles,730793
1497,Industrial exports,Base metals and articles,730799
1498,Industrial exports,Base metals and articles,730810
1499,Industrial exports,Base metals and articles,730820
1500,Industrial exports,Base metals and articles,730830
1501,Industrial exports,Base metals and articles,730840
1502,Industrial exports,Base metals and articles,730890
1503,Industrial exports,Base metals and articles,730900
1504,Industrial exports,Base metals and articles,731010
1505,Industrial exports,Base metals and articles,731021
1506,Industrial exports,Base metals and articles,731029
1507,Industrial exports,Base metals and articles,731100
1508,Industrial exports,Base metals and articles,731210
1509,Industrial exports,Base metals and articles,731290
1510,Industrial exports,Base metals and articles,731300
1511,Industrial exports,Base metals and articles,731412
1512,Industrial exports,Base metals and articles,731414
1513,Industrial exports,Base metals and articles,731419
1514,Industrial exports,Base metals and articles,731420
1515,Industrial exports,Base metals and articles,731431
1516,Industrial exports,Base metals and articles,731439
1517,Industrial exports,Base metals and articles,731441
1518,Industrial exports,Base metals and articles,731442
1519,Industrial exports,Base metals and articles,731449
1520,Industrial exports,Base metals and articles,731450
1521,Industrial exports,Base metals and articles,731511
1522,Industrial exports,Base metals and articles,731512
1523,Industrial exports,Base metals and articles,731519
1524,Industrial exports,Base metals and articles,731520
1525,Industrial exports,Base metals and articles,731581
1526,Industrial exports,Base metals and articles,731582
1527,Industrial exports,Base metals and articles,731589
1528,Industrial exports,Base metals and articles,731590
1529,Industrial exports,Base metals and articles,731600
1530,Industrial exports,Base metals and articles,731700
1531,Industrial exports,Base metals and articles,731811
1532,Industrial exports,Base metals and articles,731812
1533,Industrial exports,Base metals and articles,731813
1534,Industrial exports,Base metals and articles,731814
1535,Industrial exports,Base metals and articles,731815
1536,Industrial exports,Base metals and articles,731816
1537,Industrial exports,Base metals and articles,731819
1538,Industrial exports,Base metals and articles,731821
1539,Industrial exports,Base metals and articles,731822
1540,Industrial exports,Base metals and articles,731823
1541,Industrial exports,Base metals and articles,731824
1542,Industrial exports,Base metals and articles,731829
1543,Industrial exports,Base metals and articles,731910
