<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 24.03.2021,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00922J011,2022-10-01 00:00:00,1.52328767123288,200
LKB00322L150,2022-12-15 00:00:00,1.72876712328767,350
LKB00323A151,2023-01-15 00:00:00,1.81369863013699,500
LKB00623E156,2023-05-15 00:00:00,2.14246575342466,100
LKB00523G153,2023-07-15 00:00:00,2.30958904109589,100
LKB00524F153,2024-06-15 00:00:00,3.23013698630137,500
LKB01024L011,2024-12-01 00:00:00,3.69315068493151,300
LKB01528I017,2028-09-01 00:00:00,7.44657534246575,100
LKB01529E014,2029-05-01 00:00:00,8.10958904109589,650
Total,,,2800

