<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 02.03.2021,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00322K152,2022-11-15 00:00:00,1.70684931506849,100
LKB00323A151,2023-01-15 00:00:00,1.87397260273973,50
LKB01123I017,2023-09-01 00:00:00,2.5013698630137,750
LKB00323K150,2023-11-15 00:00:00,2.70684931506849,250
LKB01024A014,2024-01-01 00:00:00,2.83561643835616,100
LKB00524I157,2024-09-15 00:00:00,3.54246575342466,100
LKB01528I017,2028-09-01 00:00:00,7.50684931506849,40
Total,,,1390

