<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 20.11.2020,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00821H019,2021-08-01 00:00:00,0.695890410958904,2000
LKB00922G017,2022-07-01 00:00:00,1.61095890410959,1000
LKB00322K152,2022-11-15 00:00:00,1.98630136986301,50
LKB00322L150,2022-12-15 00:00:00,2.06849315068493,1000
LKB00524I157,2024-09-15 00:00:00,3.82191780821918,500
LKB00827H156,2027-08-15 00:00:00,6.73698630136986,750
LKB01628G019,2028-07-01 00:00:00,7.61643835616438,850
Total,,,6150

