<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 23.01.2020,,,

ISIN,Maturity Date,Remaining years,SumOfAmount(Mn)
LKB00821H019,2021-08-01 00:00:00,1.523287671,200
LKB00523G153,2023-07-15 00:00:00,3.476712329,50
LKB01123I017,2023-09-01 00:00:00,3.608219178,1050
LKB00523L153,2023-12-15 00:00:00,3.895890411,100
LKB00524F153,2024-06-15 00:00:00,4.397260274,1100
LKB00524I157,2024-09-15 00:00:00,4.649315068,300
LKB00827J152,2027-10-15 00:00:00,7.731506849,300
Total,,,3100

