<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes on 23.04.2021,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00921E014,2021-05-01 00:00:00,0.0219178082191781,1000
LKB00922J011,2022-10-01 00:00:00,1.44109589041096,50
LKB00323A151,2023-01-15 00:00:00,1.73150684931507,250
LKB00323K150,2023-11-15 00:00:00,2.56438356164384,200
LKB00827H156,2027-08-15 00:00:00,6.31506849315068,50
LKB00827J152,2027-10-15 00:00:00,6.48219178082192,200
LKB01528I017,2028-09-01 00:00:00,7.36438356164384,100
Total,,,1850

