<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 29.04.2020,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00922J011,2022-10-01 00:00:00,2.42465753424658,500
LKB01123I017,2023-09-01 00:00:00,3.34246575342466,100
LKB01023I019,2023-09-01 00:00:00,3.34246575342466,600
LKB00523L153,2023-12-15 00:00:00,3.63013698630137,100
LKB00524F153,2024-06-15 00:00:00,4.13150684931507,850
LKB00524I157,2024-09-15 00:00:00,4.38356164383562,1700
LKB00827J152,2027-10-15 00:00:00,7.46575342465753,300
Total,,,4150

