<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 27.01.2020,,,

ISIN,Maturity Date,Remaining years,SumOfAmount(Mn)
LKB01123I017,2023-09-01 00:00:00,3.597260274,350
LKB01023I019,2023-09-01 00:00:00,3.597260274,500
LKB00523L153,2023-12-15 00:00:00,3.884931507,158.5
LKB00524C150,2024-03-15 00:00:00,4.134246575,50
LKB00524F153,2024-06-15 00:00:00,4.38630137,1150
LKB00524I157,2024-09-15 00:00:00,4.638356164,550
LKB01027F156,2027-06-15 00:00:00,7.38630137,100
Total,,,2858.5

