<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 19.03.2020,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00520E014,2020-05-01 00:00:00,0.117808219178082,1000
LKB00921E014,2021-05-01 00:00:00,1.11780821917808,600
LKB00821H019,2021-08-01 00:00:00,1.36986301369863,5700
LKB00721J157,2021-10-15 00:00:00,1.57534246575342,1000
LKB00922J011,2022-10-01 00:00:00,2.53698630136986,200
LKB00524F153,2024-06-15 00:00:00,4.24383561643836,106
LKB00524I157,2024-09-15 00:00:00,4.4958904109589,1150
Total,,,9756

