<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 18.02.2021,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00922J011,2022-10-01 00:00:00,1.61643835616438,50
LKB00322L150,2022-12-15 00:00:00,1.82191780821918,650
LKB02023J016,2023-10-01 00:00:00,2.61643835616438,500
LKB00524F153,2024-06-15 00:00:00,3.32328767123288,100
LKB00524I157,2024-09-15 00:00:00,3.57534246575342,350
LKB01528I017,2028-09-01 00:00:00,7.53972602739726,260
LKB01530E152,2030-05-15 00:00:00,9.24109589041096,650
Total,,,2560

