<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 22.12.2020,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00521L157,2021-12-15 00:00:00,0.980821917808219,100
LKB01123I017,2023-09-01 00:00:00,2.69315068493151,200
LKB01023I019,2023-09-01 00:00:00,2.69315068493151,100
LKB00524I157,2024-09-15 00:00:00,3.73424657534247,100
LKB01024L011,2024-12-01 00:00:00,3.94520547945205,200
LKB00827J152,2027-10-15 00:00:00,6.81643835616438,200
LKB01530E152,2030-05-15 00:00:00,9.4,300
Total,,,1200

