<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 02.01.2020,,,

ISIN,Maturity Date,Remaining years,SumOfAmount(Mn)
LKB00523C152,2023-03-15 00:00:00,3.2,400
LKB00523G153,2023-07-15 00:00:00,3.534246575,150
LKB01023I019,2023-09-01 00:00:00,3.665753425,100
LKB00523L153,2023-12-15 00:00:00,3.953424658,150
LKB00524F153,2024-06-15 00:00:00,4.454794521,800
LKB00524I157,2024-09-15 00:00:00,4.706849315,1950
LKB01027F156,2027-06-15 00:00:00,7.454794521,50
Total,,,3600

