<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes on 20.07.2021,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00322K152,2022-11-15 00:00:00,1.32328767123288,1000
LKB00323A151,2023-01-15 00:00:00,1.49041095890411,528.4
LKB02023J016,2023-10-01 00:00:00,2.2,500
LKB00323K150,2023-11-15 00:00:00,2.32328767123288,5700
LKB00524F153,2024-06-15 00:00:00,2.90684931506849,100
LKB00524I157,2024-09-15 00:00:00,3.15890410958904,100
LKB01024L011,2024-12-01 00:00:00,3.36986301369863,250
Total,,,8178.4

