<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 14.12.2020,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00821H019,2021-08-01 00:00:00,0.63013698630137,2000
LKB00521L157,2021-12-15 00:00:00,1.0027397260274,250
LKB00322L150,2022-12-15 00:00:00,2.0027397260274,250
LKB00323A151,2023-01-15 00:00:00,2.08767123287671,100
LKB00524F153,2024-06-15 00:00:00,3.5041095890411,500
LKB01024L011,2024-12-01 00:00:00,3.96712328767123,800
LKB01628G019,2028-07-01 00:00:00,7.55068493150685,250
LKB01528I017,2028-09-01 00:00:00,7.72054794520548,100
Total,,,4250

