<new sheet>
sheet_name: Outright MO EVENING REPORT
Outright Treasury bond transaction volumes as at 30.11.2020,,,

ISIN,Maturity Date,Remaining years,Sum Of Amount (Mn)
LKB00322K152,2022-11-15 00:00:00,1.95890410958904,200
LKB00322L150,2022-12-15 00:00:00,2.04109589041096,700
LKB00323A151,2023-01-15 00:00:00,2.12602739726027,500
LKB00523L153,2023-12-15 00:00:00,3.04109589041096,650
LKB00524I157,2024-09-15 00:00:00,3.79452054794521,750
LKB00827H156,2027-08-15 00:00:00,6.70958904109589,550
LKB01628G019,2028-07-01 00:00:00,7.58904109589041,500
Total,,,3850

