<new sheet>
sheet_name: Quarterly External Debt 

,,,,," Outstanding External Debt and Banking Sector External 
Liabilities (BPM6 format) ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US$ millions
,,,,,,2012              Annual,2013                   1st Quarter,"2013            
,,,,, Currency and deposits ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Debt securities ,5931.715209478707,6442.36594332042,6110.252809926324,5858.035422168139,5968.444681360585,7220.673416452365,8010.82112916932,7949.22127246087,7958.923012071123,7407.832186949703,8167.87383400663,7474.507935065534,8500.879738630807,8164.866677023041,8293.756773804886,10515.2614350615,9823.004487902965,9689.649200534055,11352.412251731255,12099.120012486293,12076.873526343265,11755.296057461632,13585.639099532758,13462.831732325943,12325.863669642311,14666.095349596926,15925.578532249952,15706.008671498843,14513.374823707347,8696.098474539098,9961.127786912231,9974.441336049835,7612.593611375415,8162.3414621573265,8671.241945236749,7453.474677632162,6265.453216897312,5431.245450583624,3830.3080390332393,3234.9953340346215,3925.987849492891,4702.2346720456,5785.596532080479
,,,,,Treasury Bonds (a),2067.2243483787074,2684.33880472042,2624.618143826323,2432.3765221681397,2483.2784206605847,2490.612816752365,2673.2019047693193,2649.1323836108704,2596.849748121123,2644.712534149702,2556.7698964616307,2001.2277267555346,1810.5788010858091,1329.6868857130419,1486.8198362398855,1803.2536712015017,1439.546849042963,1055.9201866740536,1086.7700642362554,1555.1345956812934,1699.8039011382632,1658.7170436616311,1541.0759747577604,1234.8788087559437,728.2719611623111,803.9199954769246,675.1792475299533,491.4427617788437,406.0900116680498,148.24506393965405,73.81876611400835,59.24160311960422,31.312768480943635,23.888392064062653,9.21996354888194,8.634377335961915,8.211624335717081,4.470353053623921,3.8374531932390967,30.909830584621428,33.62803373289161,33.14380244559985,36.28932279047787
,,,,,SLDBs,,,,,,0,0,0,75.1,91.1,299.1,265.1,265.1,273.36,58.96,58,58,48.6,30.5,30.5,30.48,30.51,30.51,4.09,4.09,3.27,5.17,5.19,5.19,27.03,27.03,25.49,26.75,26.74,26.74,24.32,24.32,24.08,25.737,25.8358,26.562,25.6045,27.4574
,,,,,International Sovereign Bonds (a) (b),3864.4908611,3758.0271386000004,3485.6346661000002,3425.6589,3485.1662607,4730.0605997,5337.6192244,5300.088888849999,5286.97326395,4672.019652800001,5312.003937545,5208.18020831,6425.200937544999,6561.819791309999,6747.976937564999,8654.00776386,8325.457638860002,8585.129013860002,10235.142187495,10513.485416805,10346.589625205,10066.0690138,12014.053124774999,12223.86292357,11593.50170848,13858.905354120001,15245.229284719999,15209.37590972,14102.094812039297,8520.823410599443,9860.279020798223,9889.70973293023,7554.530842894472,8111.713070093264,8635.281981687867,7420.5203002962,6232.9215925615945,5402.69509753,3800.73358584,3178.24970345,3865.7978157599996,4643.4863696,5721.849809290001
,,,,,      Proxy market price of ISBs (from 2Q-2022 onwards),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3613.72778259,2814.7259169500003,3315.2682260099996,3916.43415535,4807.79179179
,,,,,      Accrued Interest of ISB coupons due to non residents (from 2Q-2022 onwards),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,187.00580324999999,363.5237865,550.5295897500001,727.0522142500001,914.0580175000002
,,,,, Loans,15615.65283856139,15251.328984157448,15452.879721864942,15806.147871817924,15814.35997384601,16661.589714776597,16858.94853051452,16242.61496302731,15774.361875242306,15732.479939442364,15953.855134525706,15977.204249450437,16146.528963303579,16505.927404419945,16880.088680722,17699.890771499824,17294.504061906577,17517.381111590483,18200.572501566214,18774.259151364877,19111.36605520721,19702.776929394437,18955.094721857833,18736.977610667374,19625.943895503136,19799.462601560634,19537.545172627295,19345.50352129297,19617.093423549515,19974.773894663114,19895.124416620256,20044.423164603904,20570.374375464206,20448.153289552683,21107.790617491162,21231.801573812525,21289.417752893976,21086.53879598662,21311.084081106517,21211.04135137108,23561.583718335623,24486.549756273384,24699.075348754424
,,,,,      Credit and loans with the IMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.83244,337.83778
,,,,,      Actual outstanding foreign loans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21299.84033486885,21114.712116285482,23412.65236429732,23883.377428344713,24042.314218178286
,,,,,      Accrued interest of foreign loans (from 2Q-2022 onwards),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.243746237665365,96.32923508560052,148.93135403830345,262.33988792867154,318.92335057613656
,,,,, Trade credit and advances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Other debt liabilities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,

,,,,,2. Central Bank,3550.4253671714932,3081.6875870826993,3143.5743113477797,2929.1548448255776,2955.6425504049625,2693.2778033604263,2673.077668129253,2263.8122961810377,2263.8731713219486,1864.3957558973286,2355.8959353296186,3137.7837319344826,2822.8856457559755,2469.7888849839755,2002.7766948857993,1735.8766589212582,2021.6969616418135,1300.6986514987798,1416.895273398692,1283.1061733826436,1924.4185868398374,1608.3891251947107,2077.4018017053286,1768.2055183140576,1974.6592728223422,1771.2625998995024,2092.797217930389,1890.7874292704878,2318.127865726865,2059.0558750962637,2127.7688285219374,2456.060886345739,2690.4201852100114,2172.774079610817,2341.555365450867,3072.636883469867,4892.316642783103,5922.726653493077,6363.6166658464,6345.370868958713,6391.480347943656,6343.508778837296,6259.77961798713
,,,,, Short-term,232.34634527810476,119.93884651596181,253.7803575163548,116.02886952293875,290.844056271902,179.22341399006405,344.2428256075509,234.634939023799,443.1404334868896,249.58285206260348,430.72000292715046,236.38098708118108,482.67903421172696,254.51791820271023,448.17822769941483,279.93801399324826,536.1511499371829,298.53230529817034,485.0855876125333,215.8679146833765,595.8203953888919,252.24123927019184,515.1356940685049,218.51439191808254,432.4882858571194,229.34669767217406,383.96334857473335,215.02256538609936,456.49481335966834,219.7287876335729,273.7550957762801,159.08709869244902,342.83669531479813,276.97362313241706,461.9378988255071,234.5694025388766,525.7464326065008,1304.1705354090957,1910.6132307553514,2023.193664352575,2029.2362362214387,1993.0478211841937,1992.0991296142622
,,,,, Currency and deposits ,4.650742844021295,4.199203614898536,3.801389529134042,6.683176691627551,5.5614763387455355,5.4564385700591345,4.882422257558801,7.488449613831904,6.4298976932984715,5.824224839127197,7.003100698279866,5.08106404110913,4.500781981754244,4.270949912647666,3.6411692393804174,4.316342073323028,3.0162026471963372,2.761880189724991,2.369253392547648,1.8789049933930073,1.346686098899113,1.073190200195512,0.4748005084769602,0.44378620808660685,0.40441842709617504,0.3866870221428371,0.3281772447298863,0.31176120607571534,0.30555119966521715,0.2461386836005488,0.37663984627550917,0.3647296524301282,0.27436111480051295,0.9366402323935858,0.9230364954959782,1.1950234888745683,3.1022597265773584,2.7823222790957516,-5.97019689467038,1.142972872580458,15.037572591436856,0.3098414441992592,0.35772211424598765
,,,,, Debt securities ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Loans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Other Accounts Payable,227.69560243408347,115.73964290106328,249.97896798722076,109.3456928313112,285.28257993315646,173.7669754200049,339.3604033499921,227.1464894099671,436.71053579359113,243.75862722347628,423.7169022288706,231.29992304007195,478.1782522299727,250.24696829006257,444.5370584600344,275.62167191992523,533.1349472899866,295.77042510844535,482.71633421998564,213.9890096899835,594.4737092899928,251.16804906999633,514.660893560028,218.07060570999593,432.08386743002325,228.96001065003122,383.63517133000346,214.71080418002364,456.1892621600031,219.48264894997234,273.3784559300046,158.7223690400189,342.5623341999976,276.0369829000235,461.0148623300111,233.37437905000203,522.6441728799234,1301.38821313,1916.5834276500218,2022.0506914799946,2014.1986636300019,1992.7379797399944,1991.7414075000163
,,,,,Asian Clearing Union Liabilities ,227.69560243408347,115.73964290106328,249.97896798722076,109.3456928313112,285.28257993315646,173.7669754200049,339.3604033499921,227.1464894099671,436.71053579359113,243.75862722347628,423.7169022288706,231.29992304007195,478.1782522299727,250.24696829006257,444.5370584600344,275.62167191992523,533.1349472899866,295.77042510844535,482.71633421998564,213.9890096899835,594.4737092899928,251.16804906999633,514.660893560028,218.07060570999593,432.08386743002325,228.96001065003122,383.63517133000346,214.71080418002364,456.1892621600031,219.48264894997234,273.3784559300046,158.7223690400189,342.5623341999976,276.0369829000235,461.0148623300111,233.37437905000203,522.6441728799234,1301.38821313,1916.5834276500218,2022.0506914799946,2014.1986636300019,1992.7379797399944,1991.7414075000163


,,,,, Long-term,3318.0790218933885,2961.7487405667375,2889.793953831425,2813.125975302639,2664.7984941330606,2514.0543893703625,2328.8348425217023,2029.1773571572385,1820.732737835059,1614.8129038347251,1925.1759324024683,2901.4027448533016,2340.2066115442485,2215.270966781265,1554.5984671863844,1455.93864492801,1485.5458117046305,1002.1663462006095,931.8096857861588,1067.2382586992671,1328.5981914509455,1356.1478859245187,1562.2661076368236,1549.691126395975,1542.1709869652227,1541.9159022273284,1708.8338693556557,1675.7648638843884,1861.6330523671968,1839.3270874626905,1854.0137327456573,2296.97378765329,2347.5834898952135,1895.8004564783998,1879.61746662536,2838.0674809309903,4366.570210176602,4618.556118083981,4453.003435091048,4322.177204606138,4362.244111722217,4350.460957653102,4267.680488372868
,,,,," Special drawing rights (SDRs), Allocation ",607.79069980552,592.40729779212,597.14491106,606.6698128958053,608.9947441292361,610.4758017453628,611.3402552781158,586.3044485986193,572.945125335059,545.5357175847254,556.1732224024682,555.1229923533014,547.9998332942484,557.1317032812648,553.1868886436625,551.989220962699,531.6299849431642,536.5797179279983,550.238657546427,558.9017719519943,563.1890552558114,574.867258182,556.2439416897462,551.766464463304,550.00209990274,548.9976309795,549.7727329832601,539.13485344186,546.8541403855744,539.7240891488,544.0346053942,556.63792215942,569.5694708956198,560.4501585452599,564.09234704252,1338.7279629582501,1329.90997727025,1313.57579904,1271.9333503098928,1216.159862323,1264.582766489,1278.2563455892498,1263.8511017282501
,,,,, Currency and deposits,,,,,,,,,0,0,400,1500,1100,1100,400,400.00000000000006,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,200,1773.8463273160517,2071.488294314381,2033.2599196061335,2021.325434003858,2035.8058365270576,2012.307973527013,2021.8637428822983
,,,,,        RBI swap arrangement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,400,400,400,400,400,400
,,,,,        Bank of Bangladesh swap arrangement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,200,200,200,200,200,200,200,200
,,,,,        PBOC swap arrangement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1573.8463273160517,1421.325434003858,1433.2599196061335,1421.325434003858,1432.7090964170577,1412.307973527013,1821.8637428822983
,,,,,        Accrued interest to applicable swap arrangements ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.09674011,0,12.174434209986078
,,,,, Debt securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Loans,2510.28832208787,2369.3414427746175,2292.649042771425,2206.4561624068333,2055.8037500038245,1903.578587625,1717.4945872435865,1442.8729085586192,1247.7876125,1069.2771862499999,969.0027100000002,846.2797525,692.20677825,558.1392635,601.4115785427219,503.94942396531076,553.9158267614662,465.5866282726112,381.5710282397318,508.33648674727283,765.4091361951341,781.2806277425187,1006.0221659470773,997.9246619326711,992.1688870624827,992.9182712478284,1159.0611363723956,1136.6300104425286,1314.7789119816225,1299.6029983138906,1309.9791273514572,1340.3358654938702,1378.0140189995934,1335.35029793314,1315.52511958284,1299.33951797274,1262.8139055903,1233.4920247296,1147.8101651750226,1084.6919082792797,1061.8555087061598,1059.8966385368396,981.9656437623197
,,,,,Credit and loans with the IMF,2510.2883220878684,2369.3414427746175,2292.649042771425,2206.4561624068333,2055.8037500038245,1903.578587625,1717.4945872435865,1442.8729085586192,1247.7876125,1069.2771862499999,969.0027100000002,846.2797525,692.20677825,558.1392635,601.4115785427219,503.94942396531076,553.9158267614662,465.5866282726112,381.5710282397318,508.33648674727283,765.4091361951341,781.2806277425187,1006.0221659470773,997.9246619326711,992.1688870624827,992.9182712478284,1159.0611363723956,1136.6300104425286,1314.7789119816225,1299.6029983138906,1309.9791273514572,1340.3358654938702,1378.0140189995934,1335.35029793314,1315.52511958284,1299.33951797274,1262.8139055903,1233.4920247296,1147.8101651750226,1084.6919082792797,1061.8555087061598,1059.8966385368396,981.9656437623197
,,,,,    Stand-By Arrangement (IMF-SBA Facility),2501.7407415039343,2361.010205923716,2292.649042771425,2206.4561624068333,2055.8037500038245,1903.578587625,1717.4945872435865,1442.8729085586192,1247.7876125,1069.2771862499999,969.0027100000002,846.2797525,692.20677825,558.1392635,433.698452813703,336.59959419654257,231.56092458603237,140.23048167135664,47.933316794288494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,    PRGF Loan No. 2,5.90023588,5.750897828033752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,    Extended Fund Facility & Emergency Assistance,2.6473447039345457,2.5803390228674496,0,0,0,0,0,0,0,0,0,0,0,0,167.71312572901894,167.3498297687682,322.35490217543384,325.3561466012546,333.6377114454433,508.33648674727283,765.4091361951341,781.2806277425187,1006.0221659470773,997.9246619326711,992.1688870624827,992.9182712478284,1159.0611363723956,1136.6300104425286,1314.7789119816225,1299.6029983138906,1309.9791273514572,1340.3358654938702,1378.0140189995934,1335.35029793314,1315.52511958284,1299.33951797274,1262.8139055903,1233.4920247296,1147.8101651750226,1084.6919082792797,1061.8555087061598,1059.8966385368396,981.9656437623197
,,,,, Trade credit and advances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Other debt liabilities ,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
,,,,, International Currency Swap Arrangements,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,

,,,,,"3. Deposit-Taking Corporations, except the Central Bank",4915.744993233449,5531.091306565225,5486.991817935779,6557.4864552317995,6758.28949841688,6332.836093058791,6760.789982032171,7419.602027803771,8132.643815780875,8608.779213441318,8537.503171930126,8545.804316576538,9155.853095472678,9413.8316587686,9363.690711720777,9050.91199491754,8790.451328081355,9066.911929312773,8737.400489236581,8419.500515967175,8711.039518824975,8604.639402388839,7644.0981374460525,7443.492723901926,7359.244140432529,7053.551525084285,6687.767697570887,6940.382302684395,6996.852373269106,7763.2171492356365,7050.487364339843,6865.843799815238,6657.319499940802,6226.057495934687,6510.859170193397,7438.916626423787,7146.028216940827,6814.958862614927,6111.944681746711,6073.853500635784,5370.156558040035,4876.5322009564115,4843.992387546301
,,,,, Short-term,3700.9741250282586,4181.885938574642,3641.75613315329,3947.7173037937655,3883.6197585623167,3479.5145667376687,3890.335262443412,4043.9917396488527,4746.598192629837,5058.642463541421,5202.195403151833,5105.81534333754,5762.459003816186,5636.496925509,5643.36103939954,5380.899303324499,5247.088518374706,5397.210498149549,5516.940178373903,4908.708262941388,5140.370783885224,5107.81068857217,4627.322540082788,5164.264440567425,5352.603269415178,5305.472016456651,4902.143670154618,5187.641812735568,5518.825594092648,6176.015777878117,5669.906507857315,5735.829386068703,5507.199188603108,5257.464212855866,5352.628894417905,6265.2219128472525,5978.543941950875,5742.881664614927,5070.37082964671,5162.245351735784,4546.813180560034,4068.0241658264113,4246.961225966301
,,,,, Currency and deposits ,1573.6711652182591,1729.5195187122097,1579.90451351329,1680.990428853766,1880.4737794554646,1707.1688645476686,1744.602705963907,1617.6175711488527,1587.3605605498299,1575.7942668238388,1586.9720308981177,1583.4862944080583,1946.2746348390906,1592.6299542121656,1666.2842902277916,1918.0289345358708,2038.5580967954704,1834.1087926964744,1858.2387951020864,1772.469270322854,2211.868919023562,2384.229320191987,1884.3927530994656,1982.2100180203158,1580.3811318351782,1761.4514995566508,1392.9881579946182,1712.320465260213,1747.9658632226483,1553.3776333389142,1111.885417524889,1088.307173653914,1333.2285747204878,1455.533620020422,1555.246903591843,3033.4891127369783,3973.8973606308746,4301.031961748773,4064.8531850857034,4369.648177735199,3842.807467202954,3512.523089085791,3763.1986514477912
,,,,,Commercial Banks ,1573.6711652182591,1729.5195187122097,1579.90451351329,1680.990428853766,1880.4737794554646,1707.1688645476686,1744.602705963907,1617.6175711488527,1587.3605605498299,1575.7942668238388,1586.9720308981177,1583.4862944080583,1946.2746348390906,1592.6299542121656,1666.2842902277916,1918.0289345358708,2038.5580967954704,1834.1087926964744,1858.2387951020864,1772.469270322854,2211.868919023562,2384.229320191987,1884.3927530994656,1982.2100180203158,1580.3811318351782,1761.4514995566508,1392.9881579946182,1712.320465260213,1747.9658632226483,1553.3776333389142,1111.885417524889,1088.307173653914,1333.2285747204878,1455.533620020422,1555.246903591843,3033.4891127369783,3973.8973606308746,4301.031961748773,4064.8531850857034,4369.648177735199,3842.807467202954,3512.523089085791,3763.1986514477912
,,,,,Other Deposit Taking Corporations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Debt securities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Loans,2127.3029598099997,2452.3664198624324,2061.85161964,2266.7268749399996,2003.1459791068519,1772.34570219,2145.7325564795046,2426.3741685,3159.237632080007,3482.8481967175826,3615.2233722537153,3522.329048929482,3816.184368977096,4043.8669712968344,3977.076749171748,3462.870368788628,3208.5304215792357,3563.1017054530744,3658.7013832718167,3136.238992618534,2928.501864861663,2723.581368380183,2742.929786983322,3182.054422547109,3772.2221375799995,3544.0205168999996,3509.15551216,3475.321347475355,3770.85973087,4622.638144539203,4558.021090332426,4647.522212414789,4173.9706138826205,3801.9305928354447,3797.3819908260616,3231.732800110274,2004.6465813199998,1441.8497028661538,1005.5176445610066,792.5971740005857,704.0057133570805,555.5010767406203,483.7625745185098
,,,,,Commercial Banks (c),2127.3029598099997,2452.3664198624324,2061.85161964,2266.7268749399996,2003.1459791068519,1772.34570219,2145.7325564795046,2426.3741685,3159.237632080007,3482.8481967175826,3615.2233722537153,3522.329048929482,3816.184368977096,4043.8669712968344,3977.076749171748,3462.870368788628,3208.5304215792357,3563.1017054530744,3658.7013832718167,3136.238992618534,2928.501864861663,2723.581368380183,2742.929786983322,3182.054422547109,3772.2221375799995,3544.0205168999996,3509.15551216,3475.321347475355,3770.85973087,4622.638144539203,4558.021090332426,4647.522212414789,4173.9706138826205,3801.9305928354447,3797.3819908260616,3231.732800110274,2004.6465813199998,1441.8497028661538,1005.5176445610066,792.5971740005857,704.0057133570805,555.5010767406203,483.7625745185098
,,,,,Other Deposit Taking Corporations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,, Trade credit and advances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Other debt liabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Long-term,1214.7708682051912,1349.205367990583,1845.235684782489,2609.7691514380344,2874.669739854563,2853.3215263211223,2870.454719588759,3375.6102881549186,3386.045623151038,3550.1367498998957,3335.3077687782943,3439.988973238997,3393.394091656491,3777.3347332596,3720.3296723212375,3670.0126915930414,3543.362809706649,3669.7014311632247,3220.460310862678,3510.7922530257865,3570.6687349397516,3496.8287138166697,3016.7755973632648,2279.2282833345016,2006.6408710173505,1748.079508627634,1785.6240274162692,1752.740489948826,1478.0267791764575,1587.2013713575195,1380.5808564825284,1130.014413746535,1150.1203113376937,968.5932830788206,1158.2302757754926,1173.694713576535,1167.4842749899526,1072.077198,1041.5738521,911.6081489,823.3433774800001,808.5080351300002,597.0311615799999
,,,,, Currency and deposits ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, Debt securities (a),542.1096528,544.4084028000001,987.8339583,1782.8911315,1953.5865069750002,1983.31663187,2027.67418575,2272.500395865,2263.20854057,2216.2954791899997,2219.38245834,2206.6920625149996,2140.0236666700002,2161.7598263850005,2203.33829168,2227.1965763850003,2189.615826385,2202.3522013849997,1690.93829167,1674.809673625,1666.234048625,1638.30326386,1131.167006975,349.40905555,248.64794445,249.64193054999998,254.01793055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,Commercial Banks ,542.1096528,544.4084028000001,987.8339583,985.9089564999999,989.8800694500001,1043.05506945,1049.738665,1059.835,1036.73333335,1045.1364583499999,1032.46145835,1039.37097225,1112.1286805700001,1136.7232500100001,1134.27668057,1160.64525001,1127.90900001,1145.5007500099998,618.93055557,627.27266665,612.94266665,619.59836111,103.051375,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,Other Deposit Taking Corporations (c),0,0,0,796.982175,963.7064375250001,940.2615624199999,977.93552075,1212.665395865,1226.4752072200001,1171.1590208399998,1186.92099999,1167.3210902649998,1027.8949861,1025.036576375,1069.06161111,1066.5513263750001,1061.706826375,1056.851451375,1072.0077360999999,1047.537006975,1053.2913819750001,1018.70490275,1028.115631975,249.40905555,248.64794445,249.64193054999998,254.01793055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
