<new sheet>
sheet_name: 4.02
,,Monetary Aggregates,,,Broad Money (M2b) - Use Side,,,,,,Broad Money (M2b) - Source Side,,,,,,,,,,,
,,,Rs. Million,,,,,,Rs. Million,,,,,,,,,,,,,Rs. Million
,,Reserve Money (M0)  (a),Broad Money (M2) (b),,Currency held by the Public,Demand Deposits held by the Public,"Narrow Money (M1) 
(c)    
 (1) + (2)",Time and Savings Deposits held by the Public,"Broad Money (M2b) 
(d)            
 (3) + (4)",,Net Foreign Assets of Monetary Authorities (e),Net Foreign Assets of Commercial Banks ,"Net Foreign Assets (NFA) 
(5) + (6)",Net Credit granted to the Government by Central Bank,Net Credit granted to the Government by Commercial Banks,"Net Credit granted to the Government (NCG)
(8) + (9)",Credit granted to Public Corporations by Commercial Banks,Credit granted to the Private Sector by Commercial Banks ,"Domestic Credit 
(10) + (11) + (12)",Other Items (net) ,"Net Domestic Assets  (NDA)       
 (13) + (14)","Broad Money (M2b)
 (7) + (15)"
,,,,,-1,-2,-3,-4,,,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,
,2014-05-01 00:00:00,499499.47819500003,3178773.037629,,276416.964142,227514.329463,503931.293605,3051593.9963819636,3555525.2899869634,,667734.46305382,-508659.5820565206,159074.88099729933,146268.60512,1228638.4614063378,1374907.0665263378,332650.23811013,2471354.44547796,4178911.750114428,-782461.3411247636,3396450.408989664,3555525.2899869634
,2014-06-01 00:00:00,507666.620321,3214316.422329,,275094.132379,244128.27289,519222.405269,3073607.775335728,3592830.180604728,,706916.77981449,-543356.0698258618,163560.70998862816,142807.780004,1234593.5913190383,1377401.3713230384,351880.86289745645,2479093.2635997045,4208375.4978201995,-779106.0272040989,3429269.4706161004,3592830.1806047284
,2014-07-01 00:00:00,524505.661594,3230603.8432469997,,286160.355351,236062.148049,522222.5034,3085805.0864097644,3608027.589809764,,743362.60854634,-541394.1025989496,201968.50594739045,141381.393214,1260826.13339893,1402207.52661293,329749.6867510994,2479032.419014795,4210989.632378824,-804930.5485154507,3406059.0838633734,3608027.589810764
,2014-08-01 00:00:00,532055.401977,3259844.253482,,294394.033956,246282.2028,540676.236756,3101506.160881972,3642182.3976379717,,791370.92617174,-578683.8533058694,212687.07286587066,145682.811178,1216558.1340098926,1362240.9451878925,341095.4936333228,2526417.4833494537,4229753.922170669,-800258.5973985672,3429495.324772102,3642182.3976379726
,2014-09-01 00:00:00,536887.527139,3316759.922535,,291052.661503,248917.475969,539970.137472,3169670.4553614077,3709640.5928334077,,768897.80044818,-619363.3727375452,149534.42771063477,138529.363033,1250133.0473456578,1388662.4103786577,367424.40923536127,2578356.537287196,4334443.356901215,-774337.1917784422,3560106.165122773,3709640.5928334077
,2014-10-01 00:00:00,547674.307748,3351268.176702,,297480.802248,249001.912839,546482.715087,3201147.847501319,3747630.562588319,,742070.72120001,-648719.6831444963,93351.03805551375,147484.497974,1253890.8443409859,1401375.3423149858,407949.23622803355,2620036.804974565,4429361.383517584,-775081.8589847792,3654279.5245328047,3747630.5625883183
,2014-11-01 00:00:00,551849.9379690001,3398549.0459780004,,308729.238993,259533.58570300002,568262.824696,3226561.58408661,3794824.4087826097,,728078.9023220899,-700856.6371721465,27222.265149943414,154554.050493,1270553.7741156386,1425107.8246086386,435619.6287505963,2677570.9866823335,4538298.440041568,-770696.2964089022,3767602.143632666,3794824.4087826097
,2014-12-01 00:00:00,577911.98693,3460557.80413,,329426.479362,282728.881662,612155.361024,3263697.8754575634,3875853.236481563,,688006.7114206202,-672880.6626420004,15126.04877861985,149671.775229,1286227.9360765116,1435899.7113055116,450923.7405206128,2753322.1894976874,4640145.641323812,-779418.4536201183,3860727.187703694,3875853.236482314
,2015-01-01 00:00:00,576104.549278,3467555.676991,,326914.35098,270280.765211,597195.116191,3298811.487352232,3896006.603543232,,613409.0161458201,-731695.7198627521,-118286.70371693198,240909.375577,1316593.421185336,1557502.796762336,473691.069858216,2774371.7610021736,4805565.627622725,-791272.320362712,4014293.307260013,3896006.6035430813
,2015-02-01 00:00:00,582954.210491,3492558.750338,,335053.028337,261625.466953,596678.49529,3329951.7287220703,3926630.2240120703,,618760.3187454104,-740348.1048289378,-121587.78608352738,245780.403431,1399011.2795556602,1644791.6829866602,486726.05294950405,2798682.2721028663,4930200.008039031,-881981.9979431711,4048218.01009586,3926630.2240123325
,2015-03-01 00:00:00,619560.667225,3553629.065269,,347663.587052,285661.76015600003,633325.347208,3347325.836049287,3980651.1832572874,,578139.4997133098,-740182.6126714858,-162043.11295817595,223674.351843,1389473.366711258,1613147.7185542579,490313.544098554,2839513.70920416,4942974.971856972,-800280.6756410191,4142694.2962159533,3980651.1832577772
,2015-04-01 00:00:00,612655.3409749999,3593405.460566,,347668.76185600006,282629.596943,630298.358799,3407861.330985511,4038159.689784511,,573416.59185886,-744751.788906051,-171335.19704719097,226046.38629599998,1400703.923739313,1626750.310035313,503570.5664116971,2853803.4789532903,4984124.3554003,-774629.4685689685,4209494.886831331,4038159.6897841403
,2015-05-01 00:00:00,589812.1153010001,3641271.029784,,346078.34939600003,284726.07642,630804.425816,3471983.1847597947,4102787.6105757947,,550502.9377863199,-727464.1897506152,-176961.25196429528,201496.078563,1461214.802508736,1662710.881071736,502872.7161419721,2902175.78023994,5067759.3774536485,-788010.5149135177,4279748.8625401305,4102787.610575835
,2015-06-01 00:00:00,608045.12845,3677477.7560520004,,343172.80065600004,286228.10675499996,629400.907411,3511699.665324436,4141100.5727354363,,538583.22910789,-744082.087160193,-205498.85805230297,186745.190263,1487026.0174630121,1673771.2077260122,488987.94036060094,2956820.035071022,5119579.183157635,-772979.752370076,4346599.430787559,4141100.5727352556
,2015-07-01 00:00:00,630331.503973,3732237.659718,,359644.715707,282413.241601,642057.957308,3551820.412490652,4193878.369798652,,515292.71354279015,-756541.2540510679,-241248.5405082777,218609.37453300002,1516964.207969272,1735573.582502272,482148.24494928797,2997694.701873568,5215416.529325128,-780289.6190187781,4435126.910306349,4193878.3697980717
,2015-08-01 00:00:00,637226.513268,3783870.1947060004,,361870.894757,288121.805214,649992.699971,3602514.1893945686,4252506.889365569,,450888.5669270699,-729731.3129798489,-278842.746052779,244549.55534800002,1491081.449457131,1735631.0048051311,489126.61703497404,3062138.851200465,5286896.4730405705,-755546.837621663,4531349.635418908,4252506.8893661285
,2015-09-01 00:00:00,640491.39929,3821803.415061,,360840.52270800003,299604.825221,660445.347929,3644557.64212305,4305002.99005205,,431123.56135320995,-793783.9106852976,-362660.3493320876,323451.10986499995,1454990.0287884972,1778441.1386534972,531988.9288787623,3149597.6249459824,5460027.692478241,-792364.3530940639,4667663.339384178,4305002.99005209
,Oct-15(f),644414.4922949999,3877680.492542,,364208.030972,300874.142334,665082.173306,3719766.950405551,4384849.123711551,,440807.12574839016,-839238.8598025384,-398431.73405414826,338764.3311119999,1471454.2604504982,1810218.5915624981,537707.2497461354,3307758.433977259,5655684.275285892,-872403.4175200423,4783280.85776585,4384849.1237117015
,2015-11-01 00:00:00,651125.380073,3945725.864658,,363564.21099299996,305862.861215,669427.0722079999,3778202.268190852,4447629.340398852,,565817.7356999298,-879305.3314568787,-313487.5957569489,268463.257662,1436319.6042121165,1704782.8618741166,531279.7082249348,3398714.5475125327,5634777.117611583,-873660.1814558636,4761116.93615572,4447629.340398771
,2015-12-01 00:00:00,673431.824058,4057212.124732,,388056.713981,326931.236126,714987.9501070001,3850929.4417268136,4565917.391833814,,576186.7719166301,-874349.9145570376,-298163.14264040755,229925.63975899998,1529565.9779987142,1759491.6177577141,530668.5686807779,3441874.210970889,5732034.397409381,-867953.8629346194,4864080.534474762,4565917.391834355
,2016-01-01 00:00:00,718561.431856,4102951.632565,,382622.884052,309768.040675,692390.9247270001,3945891.559079441,4638282.483806441,,489468.2932428299,-849846.6949977977,-360378.4017549678,336531.280897,1531500.439323681,1868031.7202206808,535126.402650652,3485640.5507072033,5888798.673578536,-890137.788016378,4998660.885562158,4638282.48380719
,2016-02-01 00:00:00,739336.3821836,4158409.5121876,,382586.063891,317949.31753560004,700535.3814266,4003283.323441215,4703818.704867815,,468587.2650467996,-870388.4023369203,-401801.13729012065,384475.44273260003,1536361.105427505,1920836.548160105,534361.799594355,3538866.09167218,5994064.43942664,-888444.5972689046,5105619.8421577355,4703818.704867614
,2016-03-01 00:00:00,791618.1479689999,4206398.9140180005,,405669.71062499995,323936.175787,729605.8864119999,4002030.1040229,4731635.9904349,,473939.44222979026,-913834.946806,-439895.5045762097,406556.229665,1547509.9477394,1954066.1774044,522933.1253011,3626478.0264784,6103477.3291839,-931945.8341729601,5171531.495010939,4731635.9904347295
,2016-04-01 00:00:00,763101.95354393,4242061.199202931,,398429.632855,317118.64678093,715548.27963593,4056575.6401328943,4772123.919768824,,437597.0733779098,-901829.7175418679,-464232.6441639581,424150.61884193,1535338.7311726478,1959489.3500145779,519793.779926243,3653748.4433142464,6133031.573255068,-896675.0093225348,5236356.563932532,4772123.919768575
,2016-05-01 00:00:00,733268.150606,4241083.001838,,390418.423507,311409.42581,701827.849317,4079369.448207117,4781197.297524117,,422584.5070214298,-890087.2286174349,-467502.7215960051,407193.707541,1558405.7879450251,1965599.4954860252,498455.38858233497,3713580.168838135,6177635.052906495,-928935.0335615922,5248700.019344903,4781197.297748897
,2016-06-01 00:00:00,757159.32989193,4310482.36465593,,392780.184382,312841.58528093004,705621.76966293,4138117.058026642,4843738.827689572,,413540.13776266994,-905493.8843908429,-491953.7466281729,456083.66213292995,1549345.3357482548,2005428.9978811848,494076.95059719,3788868.8701426075,6288374.818620982,-952682.2443032772,5335692.574317705,4843738.827689532
,2016-07-01 00:00:00,774495.69149517,4394704.73125217,,406232.902564,310349.80056917,716582.70313317,4223849.611618932,4940432.314752102,,416832.55754282995,-854433.9966214307,-437601.4390786008,456096.94463217,1575944.9272580557,2032041.8718902257,481575.9596635506,3851428.383346455,6365046.214900231,-987012.4610699877,5378033.753830243,4940432.314751642
,2016-08-01 00:00:00,785691.0509984,4434839.1879994,,402601.999726,311581.4494784,714183.4492044,4274379.650124634,4988563.099329034,,499014.38107430964,-780534.6714484934,-281520.29037418374,396548.2192734,1541373.9652848293,1937922.1845582293,451279.8499671207,3896100.3563479446,6285302.390873294,-1015219.0011696077,5270083.389703686,4988563.099329502
,2016-09-01 00:00:00,793736.3822349799,4551940.22521998,,407677.664468,321645.49377498,729323.15824298,4366915.128918631,5096238.287161611,,498474.9417009202,-776475.9239212123,-278000.98222029215,397436.14368298,1551486.5030665144,1948922.6467494944,462180.2190795103,3955431.6678861673,6366534.533715172,-992295.2643326884,5374239.269382483,5096238.287162191
,2016-10-01 00:00:00,792756.39764292,4616764.43785792,,407376.903835,320248.65068292,727625.55451792,4438107.031008689,5165732.585526609,,483888.37231058,-767525.6117335793,-283637.2394229993,409639.57182992,1548527.0195791575,1958166.5914090774,469706.03097120475,4034588.9466435164,6462461.569023799,-1013091.7440742113,5449369.824949588,5165732.585526588
,2016-11-01 00:00:00,798968.06047192,4683234.99907192,,404946.77835,315256.57134092,720203.34969092,4526518.023180982,5246721.372871902,,476257.12263996,-763187.7699893954,-286930.64734943537,417300.84913891996,1542967.1749246048,1960268.0240635248,483427.65898937103,4111373.270917438,6555068.953970334,-1021416.9337490876,5533652.020221246,5246721.372871811
,2016-12-01 00:00:00,856146.73752292,4823559.07325292,,429501.8261199999,347122.62981692,776624.4559369199,4628971.611767499,5405596.067704419,,558589.33752133,-789827.4173977841,-231238.07987645408,413016.21559792006,1559116.466200854,1972132.681798774,513767.99392521405,4185776.67973743,6671677.355461419,-1034843.2078801658,5636834.147581253,5405596.067704799
,2017-01-01 00:00:00,828469.0959526402,4866011.09177864,,408729.12695700006,334122.24202364,742851.3689806401,4717576.288790904,5460427.6577715445,,502437.8748877699,-830184.2613051874,-327746.38641741744,410723.78065563994,1702328.3810456628,2113052.161701303,536339.7090376908,4204061.025027797,6853452.895766791,-1065278.8515776987,5788174.044189092,5460427.657771674
,2017-02-01 00:00:00,847628.23680664,4951313.42308164,,415209.87525200006,329385.52850364003,744595.4037556401,4807360.326506263,5551955.730261903,,486566.5557350499,-856449.0540908498,-369882.49835579994,455939.37064264,1736174.921554325,2192114.292196965,553212.728853995,4274780.499794304,7020107.520845264,-1098269.2922273818,5921838.228617882,5551955.730262082
,2017-03-01 00:00:00,892163.73396364,5096203.21065164,,443915.60624900006,338109.19657564,782024.8028246401,4895377.163798199,5677401.966622839,,536728.80756394,-908195.3205829865,-371466.5130190465,466766.43553963996,1747779.8421420788,2214546.2776817186,572020.9838264092,4356593.359366218,7143160.620874345,-1094292.1412325008,6048868.4796418445,5677401.966622798
,2017-04-01 00:00:00,885559.6853184,5146803.9172141105,,434468.5010810001,330727.08849339996,765195.5895744001,4965578.758712246,5730774.348286646,,511189.16646671016,-852050.792257081,-340861.62579037086,477106.94703040004,1729181.862979165,2206288.810009565,576139.5480873969,4375338.993734143,7157767.351831105,-1086131.3777555283,6071635.974075576,5730774.348285206
,2017-05-01 00:00:00,859794.0527094,5214380.929141399,,419537.16111899994,322243.8001534,741780.9612723999,5061385.618897924,5803166.580170324,,544024.7488746798,-862548.653881375,-318523.9050066952,414650.2899274,1825089.6879547501,2239739.97788215,580692.410524545,4406022.23496588,7226454.623372575,-1104764.138195325,6121690.485177251,5803166.580170555
,2017-06-01 00:00:00,891639.1789684,5281417.0975604,,426123.41689800005,327767.0801734,753890.4970714,5118616.060740416,5872506.557811816,,598059.9795900201,-844091.3545892608,-246031.37499924062,410866.4376904,1823756.357749666,2234622.795440066,570863.5254529206,4485551.88292086,7291038.203813847,-1172500.27100286,6118537.932810987,5872506.557811746
,2017-07-01 00:00:00,894630.157963,5367002.748998,,430823.856317,337603.918398,768427.7747150001,5218191.03213737,5986618.80685237,,674096.0787078103,-799180.5085611633,-125084.42985335307,339544.731703,1914912.9034240346,2254457.6351270345,531805.3521193231,4537426.94133727,7323689.928583628,-1211986.691877785,6111703.236705842,5986618.80685249
,2017-08-01 00:00:00,911389.44546716,5423036.51866216,,441553.040163,317584.38067116,759137.42083416,5291446.074471396,6050583.495305557,,745768.3247222999,-795864.8606023802,-50096.53588008031,293544.89003216004,1943970.0736433282,2237514.9636754883,521489.2354860145,4590505.403323371,7349509.6024848735,-1248829.5712999564,6100680.031184917,6050583.495304837
,2017-09-01 00:00:00,909006.3117311599,5503149.36343616,,434152.844411,320465.44764916005,754618.2920601601,5377516.138348417,6132134.430408577,,776193.8683299499,-765716.5233572705,10477.344972679392,252599.68932116,1970952.3439780115,2223552.0332991714,516189.8536455458,4640453.812826747,7380195.699771464,-1258538.6143359365,6121657.085435527,6132134.430408207
,2017-10-01 00:00:00,915381.11837076,5532506.133147759,,423666.85589999997,319522.71250576,743189.56840576,5416052.436158967,6159242.004564727,,792195.7374147701,-754857.5107017136,37338.22671305644,246877.68391775998,1970869.6238492967,2217747.307767057,497476.3697992842,4678700.417785918,7393924.095352259,-1272020.3175011994,6121903.77785106,6159242.004564117
,2017-11-01 00:00:00,911617.2841932001,5549947.4724762,,430113.86698100006,321176.7562942,751290.6232752001,5432651.45133242,6183942.07460762,,824660.3610421299,-757272.7663189373,67387.59472319263,210079.5075062,1950191.6182701208,2160271.1257763207,504776.33926727256,4740040.95992172,7405088.424965314,-1288533.945080578,6116554.479884735,6183942.074607928
,2017-12-01 00:00:00,939793.2900062,5665313.2216612,,439396.13510099996,353903.0451002,793299.1802012,5514762.356002736,6308061.536203936,,846139.0423813702,-724601.1449465004,121537.89743486978,225079.74792320002,1943437.527647551,2168517.275570751,536982.2086603448,4799215.150481226,7504714.634712322,-1318190.9959425353,6186523.638769787,6308061.536204657
,2018-01-01 00:00:00,929983.2575734999,5739013.6831345,,430984.7533590001,342430.8866575,773415.6400165001,5604951.390327244,6378367.030343744,,863681.79776381,-736114.4737358808,127567.32402792922,232550.47777333998,1988862.9083941707,2221413.386167511,528120.167230068,4842139.555221965,7591673.108619544,-1340873.4023043094,6250799.706315234,6378367.030343164
,2018-02-01 00:00:00,938134.0770483,5826696.2008793,,439363.92053299997,331481.4634653,770845.3839983,5679657.437837659,6450502.821835959,,869190.0807998797,-753232.1297856467,115957.95101423305,225576.8161813,2020140.4339478589,2245717.250129159,545516.0766883153,4900018.357032769,7691251.683850244,-1356706.8130279887,6334544.870822255,6450502.821836487
,2018-03-01 00:00:00,997245.0809343,5995488.7400963,,463844.881241,377335.12978330004,841180.0110243,5765467.271732629,6606647.282756929,,858701.2297973601,-752516.332578569,106184.89721879119,261918.29109330004,2016542.4678262752,2278460.7589195753,556895.7535841184,5022191.206437533,7857547.718941227,-1357085.3334031587,6500462.385538068,6606647.2827568585
,2018-04-01 00:00:00,1000061.3884073,6043711.5501183,,462215.8672890001,350332.5670863,812548.4343753001,5879181.378002212,6691729.812377512,,835202.5802127301,-715755.6868777652,119446.89333496487,291833.0368703,2030655.2958220015,2322488.3326923014,581017.8893511078,5044461.094063963,7947967.316107372,-1375684.3970648246,6572282.919042547,6691729.812377512
,2018-05-01 00:00:00,973369.18639206,6047724.74909206,,448516.456246,342450.30010406,790966.75635006,5879981.501391544,6670948.257741604,,810904.4200359699,-736505.0967155362,74399.32332043373,291383.07312306,2032841.9607876185,2324225.0339106787,608318.1297988367,5073264.470178636,8005807.6338881515,-1409258.6994680706,6596548.934420081,6670948.257740514
,2018-06-01 00:00:00,998632.38779006,6120848.14320706,,456692.44993000006,347819.06733806,804511.51726806,5943136.783748328,6747648.3010163875,,821428.3101400301,-720224.3039663704,101204.0061736597,307859.35636006,1965841.7759645942,2273701.132324654,619239.1861012815,5155875.245605534,8048815.56403147,-1402371.2691891566,6646444.294842313,6747648.301015973
,2018-07-01 00:00:00,1001383.7541426499,6160766.20263865,,453084.183185,338686.51414765004,791770.69733265,6003611.433775935,6795382.131108586,,897264.9543025697,-725751.1770721227,171513.77723044704,257134.63416265,1969572.9019644514,2226707.5361271016,636366.9113016529,5202395.269420218,8065469.716848972,-1441601.3629717242,6623868.353877248,6795382.131107695
,2018-08-01 00:00:00,1004713.21787977,6243718.771998771,,461788.27553,329765.66019677004,791553.93572677,6074858.865855201,6866412.801581971,,901490.5420595001,-734638.4769728165,166852.0650866836,246297.20743577002,2026122.9729662158,2272420.180401986,639496.8167047015,5248357.312500941,8160274.309607629,-1460713.5731118415,6699560.736495787,6866412.801582471
,2018-09-01 00:00:00,1010541.7800707731,6284450.794413633,,461061.693442,347926.26007077296,808987.9535127729,6124409.218207226,6933397.171719999,,811199.4094299998,-803555.4131499259,7643.996280073887,368909.652944773,2058643.7176872874,2427553.3706320603,655983.8562259603,5355656.8011499075,8439194.028007928,-1513440.8525672434,6925753.175440685,6933397.171720759
,2018-10-01 00:00:00,998428.09059384,6325969.72378184,,447320.209222,335338.82438383996,782659.0336058399,6205712.539545651,6988371.573151491,,784799.5977744703,-801788.6293468536,-16989.031572383246,418005.92683484004,2004358.7784954975,2422364.7053303374,701130.5630195818,5429723.529255671,8553218.79760559,-1547858.192881491,7005360.6047241,6988371.573151717
,2018-11-01 00:00:00,941606.80299147,6355317.27921547,,451373.43045800005,337446.71328047,788820.14373847,6253808.821710848,7042628.965449318,,737465.3440205451,-780495.7166919596,-43030.372671414516,438319.13632447,2026689.2186097265,2465008.3549341965,715324.6220577423,5509030.644875021,8689363.62186696,-1603704.2837457072,7085659.338121253,7042628.965449839
,2018-12-01 00:00:00,961096.3126233498,6427329.58494486,,473066.127756,357727.12902635,830793.2567823499,6297503.4326796485,7128296.689461999,,750541.1485367268,-817548.196245048,-67007.04770832113,472817.03840746,2043894.3514182023,2516711.389825662,755379.614710531,5561351.442551011,8833442.447087204,-1638138.7099187253,7195303.737168479,7128296.689460157
,2019-01-01 00:00:00,949128.5275430201,6419135.37340702,,458292.474272,342198.42390402,800490.89817602,6310435.585255487,7110926.483431507,,676898.5120639341,-798496.2553071218,-121597.74324318767,516469.33139601996,2110412.338966529,2626881.670362549,711100.8373820444,5549385.796782777,8887368.30452737,-1654844.077853046,7232524.226674324,7110926.483431136
,2019-02-01 00:00:00,963038.46737202,6470529.0490671005,,465890.764093,340223.87324702,806114.6373400199,6382483.373877853,7188598.011217874,,690903.6432138485,-786619.3104413056,-95715.66722745716,511722.18007702,2161459.9467437295,2673182.1268207496,714745.774540624,5556996.897893297,8944924.79925467,-1660611.1208097397,7284313.678444931,7188598.011217474
,2019-03-01 00:00:00,962938.29937811,6550042.1245630905,,496057.87390400004,357510.42014976003,853568.2940537601,6399736.955032187,7253305.249085947,,691891.4824288752,-661284.8146246959,30606.667804179247,504705.95141511003,2109549.9042092487,2614255.8556243586,702572.9084011891,5580238.965785317,8897067.729810864,-1674369.1485305477,7222698.581280316,7253305.249084495
,2019-04-01 00:00:00,924228.9347304,6585518.9184594,,463800.83988,364516.1436944,828316.9835744,6467138.647559495,7295455.631133894,,771272.3615789199,-653161.8822190829,118110.47935983702,436062.07306639996,2149614.2284577684,2585676.3015241683,725710.6521323693,5536575.9430406755,8847962.896697212,-1670617.7449230647,7177345.1517741475,7295455.631133985
,2019-05-01 00:00:00,849420.1056575101,6621379.792132511,,452378.1139880001,349830.26420051,802208.3781885101,6492555.004861121,7294763.3830496315,,779272.7458078907,-670536.9275966736,108735.81821121706,317083.63187651,2278827.411539344,2595911.043415854,726354.5770186842,5535958.734122925,8858224.354557464,-1672196.78972006,7186027.564837404,7294763.383048621
,2019-06-01 00:00:00,874533.05542026,6661231.0480335895,,454674.17576199997,348650.81200408,803324.98776608,6534442.164073374,7337767.151839454,,807936.5892537342,-699443.9115798633,108492.67767387093,342906.79607466003,2325163.3672872176,2668070.1633618777,730213.6553552131,5595552.680587642,8993836.499304732,-1764562.0251392515,7229274.474165481,7337767.151839351
,2019-07-01 00:00:00,888419.20198612,6697443.465046121,,454037.180022,344708.47009812004,798745.65012012,6556685.793582472,7355431.443702592,,823765.3455569206,-709781.4101729403,113983.93538398028,345819.11724012,2358261.929201031,2704081.0464411513,729319.1376872655,5594394.755690397,9027794.939818814,-1786347.4315003522,7241447.508318462,7355431.443702443
,2019-08-01 00:00:00,913417.56091775,6733743.01224375,,470147.98335,347980.21220675,818128.19555675,6578738.0795039665,7396866.275060717,,848434.8982784494,-737079.5146675623,111355.3836108871,350581.58392174996,2401412.6122710807,2751994.196192831,746865.559362286,5616479.713925201,9115339.469480317,-1829828.5780309692,7285510.891449348,7396866.2750602355
,2019-09-01 00:00:00,914667.4871285501,6761262.46182704,,466840.570759,376229.07705655,843069.64781555,6600421.757732837,7443491.405548387,,851698.741192787,-724782.0463000155,126916.69489277143,383156.70804955,2348504.57253574,2731661.2805852904,755331.2149895197,5665523.119950254,9152515.615525065,-1835940.904867877,7316574.710657188,7443491.405549959
,2019-10-01 00:00:00,908358.32139329,6743724.63057722,,466554.311586,344041.78451229,810596.09609829,6645736.260288671,7456332.3563869605,,869287.4669677125,-753886.1823630827,115401.28460462985,349911.85222428996,2378845.18532142,2728757.03754571,788830.6409966609,5692289.677354112,9209877.355896484,-1868946.2841143627,7340931.071782121,7456332.356386751
,2019-11-01 00:00:00,918913.17730365,6790393.417525949,,475772.556064,341874.47242665,817647.02849065,6655164.823282761,7472811.851773411,,879234.4451944901,-782298.6397403108,96935.8054541793,332350.51109464996,2369703.5218723295,2702054.0329669793,802835.5048962493,5739195.328149538,9244084.866012767,-1868208.8198095106,7375876.046203257,7472811.851657436
,2019-12-01 00:00:00,932604.45858259,6912709.91330859,,494207.85782400006,371259.13438859,865466.9922125901,6758653.676695166,7624120.668907756,,895997.46782719,-795295.6459228736,100701.82190431631,363031.78314259,2432895.431418807,2795927.2145613967,817953.3089191809,5796858.587925532,9410739.11140611,-1887320.2644219953,7523418.8469841145,7624120.668888431
,2020-01-01 00:00:00,935557.97750319,7001065.79162019,,491711.96236500004,367319.99025818997,859031.95262319,6844744.48728583,7703776.43990902,,925923.0448884086,-836450.200406004,89472.84448240465,335116.32179919,2581278.4705974804,2916394.79239667,819982.5125458499,5796718.06178654,9533095.36672906,-1918791.771302465,7614303.595426595,7703776.439909
,2020-02-01 00:00:00,963282.8422143601,7081610.69044636,,504758.6563520001,361439.98113936,866198.6374913601,6926802.6526859505,7793001.290177311,,970984.2556041081,-873600.970725521,97383.28487858712,308404.75660836004,2651636.8993524676,2960041.6559608276,832603.2905504915,5821957.610923721,9614602.55743504,-1918984.5521364664,7695618.0052985735,7793001.290177161
,2020-03-01 00:00:00,1013796.97036736,7335947.771035389,,567969.972231,396785.98489236005,964755.95712336,7133493.154121311,8098249.111244671,,943528.723641275,-915409.6653810921,28119.05826018285,473257.35222736007,2762217.413393971,3235474.765621331,868288.9687354286,5942096.778060027,10045860.512416787,-1975730.4594337982,8070130.05298299,8098249.111243173
,2020-04-01 00:00:00,1021589.4373893599,7466097.77070476,,597968.471701,394533.83661735995,992502.30831836,7266494.660617046,8258996.968935406,,949121.1092289739,-865628.1949749789,83492.91425399494,565841.69306436,2735490.5389604694,3301332.2320248294,933953.4781109034,5955513.478302966,10190799.188438699,-2015295.1337557773,8175504.054682922,8258996.968936916
,2020-05-01 00:00:00,996539.39241236,7523813.558629831,,598358.6395909999,393418.99295836,991777.6325493599,7301342.01468582,8293119.647235179,,817817.2552834498,-866657.7767066762,-48840.521423226455,605636.64840136,2858724.58305071,3464361.23145207,952593.9637522545,5885942.981132191,10302898.176336516,-1960938.00767799,8341960.168658526,8293119.647235299
,2020-06-01 00:00:00,868952.7176237201,7604127.203700861,,579490.1491360001,422360.55623772,1001850.70537372,7362897.511358787,8364748.216732508,,824638.227349359,-836343.1150674137,-11704.887718054699,556675.95141772,3042710.0774461306,3599386.0288638505,951274.0940087985,5832089.964391514,10382750.087264162,-2006296.982813271,8376453.104450891,8364748.216732836
,2020-07-01 00:00:00,878831.80684588,7717772.247006364,,592385.079682,432204.21919388,1024589.29887588,7482803.847272168,8507393.146148048,,785201.6816356493,-834100.4788111664,-48898.79717551707,550015.84647588,3233556.768807926,3783572.6152838063,982582.9432445003,5827978.034802792,10594133.593331099,-2037841.6500072088,8556291.94332389,8507393.146148372
,2020-08-01 00:00:00,879828.42320082,7858435.8697138205,,595993.469134,462467.87014182005,1058461.3392758202,7633559.839434147,8692021.178709967,,822434.7270782158,-842007.0020736136,-19572.274995397776,534563.66297782,3300289.961926377,3834853.6249041967,1022928.5335442189,5906283.5843945015,10764065.742842916,-2052472.289137234,8711593.453705683,8692021.178710286
,2020-09-01 00:00:00,891389.35956982,8027070.18605123,,597951.1094259999,459412.88701782003,1057363.99644382,7813065.94755934,8870429.94400316,,758551.689647565,-824437.8027857707,-65886.11313820572,577746.75916682,3404234.5653812843,3981981.3245481043,1018271.4379045856,5994421.569000817,10994674.331453506,-2058358.2743126391,8936316.057140866,8870429.94400266
,2020-10-01 00:00:00,928387.5797700301,8166460.981770441,,614831.472023,470902.82163203,1085734.29365503,7931745.689495488,9017479.983150518,,574152.9583695595,-820731.4303354123,-246578.47196585278,735186.8586260299,3527808.2819165504,4262995.14054258,1002991.1451410111,6053617.983432834,11319604.269116424,-2055545.8139995951,9264058.455116829,9017479.983150976
,2020-11-01 00:00:00,936256.74066984,8264614.33337825,,618036.687363,476944.32844284,1094981.01580584,8040653.8172043655,9135634.833010206,,540146.9451127952,-821349.8237497597,-281202.8786369645,799500.28893384,3563288.6501271413,4362788.939060981,1010545.8515331286,6094220.680994464,11467555.471588574,-2050717.759941475,9416837.711647099,9135634.833010135
,2020-12-01 00:00:00,964439.73323794,8495788.28876337,,641010.0366890001,536140.00277864,1177150.0394676402,8228583.931286018,9405733.970753659,,526778.5287308018,-736246.8877777108,-209468.35904690903,868891.6801179401,3679169.6858643005,4548061.36598224,1002174.1586098598,6170937.263937419,11721172.788529519,-2105970.458728872,9615202.329800647,9405733.970753737
